"MLog","EntryDate","RelDate","RelSite","State","County","City","Waterway","Photos","FormComplete","CondStop","BottomFeed","NatVeg","VegType","MonthsVeg","ExpWater","DisplayType","RelType","MonthsExpWater","VetID","Weight","EstW","WDate","Length","EstL","LDate","Comments","Org","Status","CreateBy","CreateDate","UpdateBy","UpdateDate"
2056,2021-02-08 14:53:47.343,2021-02-03 00:00:00.000,Port Everglades,FL,Broward,Fort Lauderdale,PEEC,0,0,1,1,1,Variety of turtle grass and shoal grass,"02",1,B,B,>12,mrodriguez,376,N,2021-02-03 00:00:00.000,249,N,2021-02-03 00:00:00.000,Clearwater Marine Aquarium Research institute assisted and put on satellite tracking belt,MSQ,1,jheyde,2021-02-08 14:53:47.343,jheyde,2021-02-08 14:56:11.020
2057,2018-11-28 12:19:39.757,2018-11-06 00:00:00.000,Shell Island rd. ,FL,Collier,Naples,Henderson Creek,0,0,0,,,,,0,,,,sdirocco,238,N,2018-11-06 00:00:00.000,229,N,2018-11-06 00:00:00.000,,HSSWP,1,tfowler,2018-11-28 12:19:39.757,tfowler,2018-11-28 12:20:19.243
2058,2018-11-28 12:42:26.507,2018-11-13 00:00:00.000,Sanibel public boat ramp,FL,Lee,Sanibel,San Carlos Bay,0,0,0,,,,,0,,,,sdirocco,354,N,2018-11-13 00:00:00.000,281,N,2018-11-09 00:00:00.000,,HSSWP,1,tfowler,2018-11-28 12:42:26.507,tfowler,2018-11-28 12:42:54.290
2060,2019-03-19 04:40:30.710,2018-12-11 00:00:00.000,Caloosahatchee,FL,Lee,Fort Myers,Caloosahatchee river,1,1,1,,,,,0,,,,sdirocco,681,N,2018-12-11 00:00:00.000,338,N,2018-12-11 00:00:00.000,,SWF,1,jpeterson,2019-03-19 04:40:30.710,jpeterson,2019-03-19 04:40:56.683
2062,2018-12-20 13:46:37.497,2018-11-20 00:00:00.000,Oak Hill,FL,Brevard,Titusville,Bananna River,1,1,1,,,,,0,,,,sdirocco,609,N,2018-11-20 00:00:00.000,327,N,2018-11-20 00:00:00.000,,SWF,1,jpeterson,2018-12-20 13:46:37.497,jpeterson,2018-12-20 13:47:06.107
2063,2018-12-30 11:10:28.693,2018-12-27 00:00:00.000,Robert Nicol Park,FL,Brevard,Port Saint John,Indian River/ICW,0,0,0,,,,"00",0,,,,mpersky,345,N,2018-12-27 00:00:00.000,257,N,2018-12-27 00:00:00.000,,JAX,1,cmiller,2018-12-30 11:10:28.693,cmiller,2018-12-30 11:11:41.663
2064,2018-10-26 09:26:47.443,2018-10-12 00:00:00.000,Friendship Park boat ramp,FL,Flagler,Ormond Beach,tamoka river,1,1,1,,,,,0,,,,sdirocco,645,N,2018-10-12 00:00:00.000,303,N,2018-10-12 00:00:00.000,,SWF,1,jpeterson,2018-10-26 09:26:47.443,jpeterson,2018-10-26 09:27:36.930
2066,2019-03-18 04:34:25.547,2018-12-18 00:00:00.000,Teco,FL,Hillsborough,Apollo Beach,Tampa Bay,1,1,1,,,,,0,,,,sdirocco,343,N,2018-12-18 00:00:00.000,282,N,2018-12-18 00:00:00.000,,SWF,1,jpeterson,2019-03-18 04:34:25.547,jpeterson,2019-03-18 04:35:04.597
2068,2018-11-13 09:15:50.207,2018-10-31 00:00:00.000,Korsman Park,FL,Lee,Estro,Estro river,1,1,1,,,,,0,,,,sdirocco,227,N,2018-10-31 00:00:00.000,270,N,2018-10-31 00:00:00.000,,SWF,1,jpeterson,2018-11-13 09:15:50.207,jpeterson,2018-11-13 09:16:21.160
2070,2018-11-13 08:19:54.267,2018-10-31 00:00:00.000,Titusville marina boat ramp,FL,Brevard,Titusville,Bananna River,1,1,1,,,,,0,,,,sdirocco,281,N,2018-10-31 00:00:00.000,244,N,2018-10-31 00:00:00.000,"FWC,SWF",SWF,1,jpeterson,2018-11-13 08:19:54.267,jpeterson,2018-11-13 08:20:58.523
2071,2019-03-19 10:36:39.690,2019-02-28 00:00:00.000,Port of The Islands,FL,Collier,Naples,Faka Union Canal,0,0,0,,,,,0,,,,mrodriguez,406,N,2019-02-28 00:00:00.000,286,N,2019-02-28 00:00:00.000,,MSQ,1,mrodriguez,2019-03-19 10:36:39.690,mrodriguez,2019-03-19 10:45:43.027
2073,2019-03-18 04:29:35.633,2018-12-18 00:00:00.000,Teco,FL,Hillsborough,Apollo Beach,Tampa Bay,1,1,1,,,,,0,,,,sdirocco,211,N,2018-12-18 00:00:00.000,215,N,2018-12-18 00:00:00.000,,SWF,1,jpeterson,2019-03-18 04:29:35.633,jpeterson,2019-03-18 04:30:08.737
2074,2018-11-13 09:05:47.317,2018-11-13 00:00:00.000,Sanibel boat ramp,FL,Lee,Sanibel ,San Carlos bay,1,1,1,,,,,0,,,,sdirocco,265,N,2018-11-13 00:00:00.000,585,N,2018-11-13 00:00:00.000,"FWC,SWF",SWF,1,jpeterson,2018-11-13 09:05:47.317,jpeterson,2018-11-13 09:06:17.113
2075,2019-03-18 04:27:06.740,2018-12-18 00:00:00.000,Teco,FL,Hillsborough,Apollo beach,Tampa Bay,1,1,1,,,,,0,,,,sdirocco,340,N,2018-12-18 00:00:00.000,274,N,2018-12-18 00:00:00.000,,SWF,1,jpeterson,2019-03-18 04:27:06.740,jpeterson,2019-03-18 04:27:42.410
2076,2019-04-29 19:07:33.730,2019-04-25 00:00:00.000,Pete's Pier,FL,Citrus,Crystal River,Kings Bay,1,0,0,,,,,0,,,,lsmith,311,N,2019-04-17 00:00:00.000,295,N,2019-04-17 00:00:00.000,,LPZ,1,mlippincot,2019-04-29 19:07:33.730,mlippincot,2019-04-29 19:08:55.313
2079,2019-12-17 15:15:10.310,2019-12-16 00:00:00.000,Three Sisters Springs ,FL,Citrus,Crystal River ,Three Sisters Springs ,1,1,1,,,,,0,,,,lsmith,680,N,2019-12-13 00:00:00.000,238,N,2019-12-13 00:00:00.000,,LPZ,1,mlippincot,2019-12-17 15:15:10.310,mlippincot,2019-12-17 15:15:35.603
2080,2021-02-08 14:45:14.843,2021-02-03 00:00:00.000,Port Everglades,FL,Broward,Fort Lauderdale,PEEC,0,0,0,1,1,Variety of turtle grass and shoal grass,"02",1,B,B,>12,mrodriguez,280,N,2021-02-03 00:00:00.000,222,N,2021-02-03 00:00:00.000,Clearwater Marine aquarium research institute assisted and put on Satellite tracking belt.,MSQ,1,jheyde,2021-02-08 14:45:14.843,jheyde,2021-02-08 14:50:14.587
2080,2022-02-08 11:33:23.290,2022-02-16 00:00:00.000,Blue Springs State Park,FL,Volusia,Orange City,St. Johns River,1,1,1,,,,,0,,,,bnolan,309,N,2022-01-20 00:00:00.000,240,N,2022-01-20 00:00:00.000,,LVS,1,lmcduffie,2022-02-08 11:33:23.290,lmcduffie,2022-02-17 06:50:08.657
2083,2023-11-07 14:11:50.860,2022-02-15 00:00:00.000,TECO,FL,Hillsborough,Apollo Beach,Apo.llo Beach,0,0,0,,,,,0,,,,dmurphy,660,Y,2021-12-23 00:00:00.000,223,Y,2022-02-03 00:00:00.000,,HSSWP,1,ajunkunc,2023-11-07 14:11:50.860,ngordon,2023-11-07 14:38:58.017
2084,2018-11-13 08:12:15.407,2018-10-31 00:00:00.000,Titusville marina boat ramp,FL,Brevard,Titusville,Bananna River,1,1,1,,,,,0,,,,sdirocco,356,N,2018-10-31 00:00:00.000,261,N,2018-10-31 00:00:00.000,,SWF,1,jpeterson,2018-11-13 08:12:15.407,jpeterson,2018-11-13 08:14:59.320
2090,2018-12-03 10:25:28.693,2018-11-27 00:00:00.000,George English Park,FL,Broward,Fort Lauderdale,Middle river,1,1,1,,,,,0,,,,mrodriguez,350,N,2018-11-27 00:00:00.000,277,N,2018-11-27 00:00:00.000,,MSQ,1,mrodriguez,2018-12-03 10:25:28.693,mrodriguez,2018-12-03 10:26:24.173
2093,2019-04-02 09:26:52.580,2019-03-27 00:00:00.000,Teco,FL,Hillsborough,Apollo Beach,Tampa bay,1,1,1,,,,,0,,,,sdirocco,572,N,2019-03-27 00:00:00.000,293,N,2019-03-27 00:00:00.000,,SWF,1,jpeterson,2019-04-02 09:26:52.580,jpeterson,2019-04-02 09:27:27.897
2099,2019-02-27 09:27:03.373,2019-02-27 00:00:00.000,Robert Nicol Park,FL,Brevard,Port Saint John,Indian River/ICW,0,0,0,1,1,Coontail & Frogbit (Hydrilla & seagrass 1 week),"02",0,F,B,,mpersky,460,N,2019-02-27 00:00:00.000,302,N,2019-01-22 00:00:00.000,,JAX,1,cmiller,2019-02-27 09:27:03.373,cmiller,2019-02-27 15:05:25.783
2103,2021-02-15 10:13:12.887,2021-02-15 00:00:00.000,TECO,FL,Hillsborough,Apollo Beach,Tampa Bay,1,0,0,1,,,,1,B,B,"03",sdirocco,277,N,2021-02-15 00:00:00.000,234,N,2021-02-15 00:00:00.000,Dr. Dana Lindemann was attending vet,SWF,1,lbraso,2021-02-15 10:13:12.887,lbraso,2021-02-15 10:14:00.267
2105,2019-03-19 10:48:57.350,2019-01-31 00:00:00.000,Flamingo Everglades Park Housing,FL,Monroe,Flaingo,Florida Bay,0,0,0,,,,,0,,,,mrodriguez,342,N,2019-01-31 00:00:00.000,270,N,2019-01-31 00:00:00.000,,MSQ,1,mrodriguez,2019-03-19 10:48:57.350,mrodriguez,2019-03-19 10:57:50.370
2106,2019-04-02 08:54:43.600,2019-03-20 00:00:00.000,Calusa Camp Resort,FL,Monroe,Key Largo,Calusa Campground Canal,0,0,0,,,,,0,,,,mrodriguez,215,N,2019-03-20 00:00:00.000,213,N,2019-03-20 00:00:00.000,,MSQ,1,mrodriguez,2019-04-02 08:54:43.600,mrodriguez,2019-04-02 09:04:22.253
2108,2019-07-20 09:17:38.010,2019-07-17 00:00:00.000,ponce de leon boat ramp,FL,Charlotte,Punta Gorda,Charlotte Harbor,0,0,0,,,,,0,,,,sdirocco,353,N,2019-07-17 00:00:00.000,283,N,2019-07-17 00:00:00.000,,SWF,1,lbraso,2019-07-20 09:17:38.010,lbraso,2019-07-20 09:18:49.363
2109,2021-02-08 15:00:52.600,2021-02-03 00:00:00.000,Manatee Lagoon,FL,Palm Beach,Riviera Beach,Lake Worth Lagoon,0,0,1,1,1,Variety of turtle grass and shoal grass,"02",1,B,B,>12,mrodriguez,296,N,2021-02-03 00:00:00.000,226,N,2021-02-03 00:00:00.000,Clearwater Marine Aquarium Research institute assisted and placed a satellite tracking belt on ,MSQ,1,jheyde,2021-02-08 15:00:52.600,jheyde,2021-02-08 15:03:18.673
2112,2020-03-04 16:30:27.677,2020-03-02 00:00:00.000,Port St. John Boat Ramp,FL,Brevard,Port St. John,Indian River,1,0,1,1,1,Seagrasses and micro/macro algaes,"03",1,B,B,"12",mrodriguez,299,N,2020-03-02 00:00:00.000,221,N,2020-03-02 00:00:00.000,,MSQ,1,jheyde,2020-03-04 16:30:27.677,jheyde,2020-03-04 16:33:40.420
2113,2019-04-29 14:28:42.053,2019-05-02 00:00:00.000,"480 North Indian River Drive",FL,St. Lucie,Fort Pierce,"Observation and Education Center, Indian waterway",0,0,0,,,,,0,,,,mrodriguez,431,Y,2019-04-29 00:00:00.000,325,N,2019-04-29 00:00:00.000,,MSQ,1,jheyde,2019-04-29 14:28:42.053,jheyde,2019-05-08 10:24:01.337
2119,2020-01-23 07:08:52.153,2020-01-23 00:00:00.000,Ft Myers FP&L,FL,Lee,Fort Myers,Orange River,0,0,0,,,,,0,,,,sdirocco,281,N,2020-01-23 00:00:00.000,235,N,2020-01-23 00:00:00.000,,SWF,1,lbraso,2020-01-23 07:08:52.153,lbraso,2020-01-23 12:28:27.397
2121,2019-07-20 05:30:16.840,2019-07-18 00:00:00.000,shell harbor boat ramp,FL,Putnam,Welacka,St. John's,0,0,0,,,,,0,,,,creid,383,N,2019-07-18 00:00:00.000,269,N,2019-07-18 00:00:00.000,,SWF,1,lbraso,2019-07-20 05:30:16.840,lbraso,2019-07-20 05:32:15.810
2122,2020-02-28 04:11:49.403,2020-02-27 00:00:00.000,TECO,FL,Hillsborough,Apollo Beach,Hillsborough River,0,0,0,,,,,0,,,,sdirocco,272,N,2020-02-27 00:00:00.000,222,N,2020-02-27 00:00:00.000,,SWF,1,lbraso,2020-02-28 04:11:49.403,lbraso,2020-02-28 04:12:27.487
2122,2021-01-20 03:58:05.977,2021-01-19 00:00:00.000,TECO,FL,Hillsborough,Apollo Beach,Hillsborough River,0,0,0,,,,,0,,,,sdirocco,250,N,2021-01-19 00:00:00.000,229,N,2021-01-19 00:00:00.000,,SWF,1,lbraso,2021-01-20 03:58:05.977,lbraso,2021-01-20 03:58:49.420
2124,2020-11-18 12:29:36.257,2020-11-19 00:00:00.000,Horton Park Boat Ramp,FL,Lee,Cape Coral,Caloosahatchee River,1,0,0,,,,,0,,,,dmurphy,283,Y,2020-11-18 00:00:00.000,215,Y,2020-11-18 00:00:00.000,"Released with FWC-SWFS, CMA, CMARI",LPZ,1,vedmonds,2020-11-18 12:29:36.257,vedmonds,2020-11-24 10:01:43.697
2125,2019-05-28 08:33:23.150,2019-05-28 00:00:00.000,RiverBreeze boat ramp,FL,Volusia,Oak Hill,indian river,1,0,0,,,,,0,,,,sdirocco,650,N,2019-05-28 00:00:00.000,235,N,2019-05-28 00:00:00.000,,SWF,1,lbraso,2019-05-28 08:33:23.150,lbraso,2019-05-28 08:35:25.473
2126,2021-02-18 14:41:46.497,2021-02-18 00:00:00.000,TECO Manatee Viewing Center,FL,Hillsborough,Apollo Beach,Tampa Bay,1,1,1,,,,,0,,,,dmurphy,240,N,2021-02-18 00:00:00.000,235,N,2021-02-18 00:00:00.000,,SFM,1,vedmonds,2021-02-18 14:41:46.497,vedmonds,2021-02-18 14:42:01.780
2127,2019-12-24 07:15:47.190,2019-12-23 00:00:00.000,TECO,FL,Hillsborough,Ruskin,Tampa Bay,0,0,0,,,,,0,,,,sdirocco,395,N,2019-12-23 00:00:00.000,275,N,2019-12-23 00:00:00.000,,SWF,1,lbraso,2019-12-24 07:15:47.190,lbraso,2019-12-24 07:16:11.177
2132,2020-01-23 14:52:56.227,2020-01-29 00:00:00.000,Orange Harbor Mobile Home Park ,FL,Lee,Ft Myers ,Caloosahatchee River ,1,0,0,,,,,0,,,,lsmith,415,N,2020-01-21 00:00:00.000,267,N,2020-01-21 00:00:00.000,,LPZ,1,mlippincot,2020-01-23 14:52:56.227,mlippincot,2020-01-30 06:37:30.407
2133,2020-01-23 14:54:11.997,2020-01-29 00:00:00.000,Orange Harbor Mobile Home Park ,FL,Lee,Ft Myers ,Caloosahatchee River ,1,0,0,,,,,0,,,,lsmith,202,N,2020-01-21 00:00:00.000,204,N,2020-01-21 00:00:00.000,,LPZ,1,mlippincot,2020-01-23 14:54:11.997,mlippincot,2020-01-30 06:37:47.347
2154,2019-10-20 05:03:25.920,2019-10-17 00:00:00.000,riverbreeze boat ramp,FL,Volusia,Oak Hill,Indian River,1,0,0,,,,,0,,,,sdirocco,200,N,2019-10-17 00:00:00.000,205,N,2019-10-17 00:00:00.000,,SWF,1,lbraso,2019-10-20 05:03:25.920,lbraso,2019-10-20 05:04:01.747
2158,2020-03-23 12:46:37.437,2020-03-19 00:00:00.000,Shell Island Rd Boat Ramp,FL,Collier,Naples,Rookery Bay,1,1,1,,,,,0,,,,dmurphy,260,N,2020-03-19 00:00:00.000,243,N,2020-03-19 00:00:00.000,"Boat ramp in Rookery Bay Reserve
Assisted in transport by CMA",LPZ,1,vedmonds,2020-03-23 12:46:37.437,vedmonds,2020-03-23 12:48:21.907
2166,2019-12-16 07:30:14.923,2019-12-12 00:00:00.000,Port St. John Boat Ramp,FL,Brevard,Port St John,Indian River,1,0,0,,,,,0,,,,mrodriguez,480,N,2019-12-12 00:00:00.000,309,N,2019-12-12 00:00:00.000,Known Manatee in that area,MSQ,1,mrodriguez,2019-12-16 07:30:14.923,mrodriguez,2019-12-16 07:34:45.950
2166,2020-08-25 12:46:13.083,2020-08-25 00:00:00.000,Front st. Boat ramp,FL,Brevard,Melbourne,Indian River,0,0,0,,,,,0,,,,sdirocco,609,N,2020-08-25 00:00:00.000,302,N,2020-08-25 00:00:00.000,,SWF,1,lbraso,2020-08-25 12:46:13.083,lbraso,2020-08-25 12:46:44.307
2168,2023-02-14 08:08:36.457,2023-02-13 00:00:00.000,BSSP,FL,Volusia,Orange City,St. Johns River,1,1,0,1,,,,1,F,F,"03",DLinderman,420,N,2023-02-13 00:00:00.000,247,N,2023-02-13 00:00:00.000,,SWF,1,lbraso,2023-02-14 08:08:36.457,lbraso,2023-02-14 08:08:54.087
3169,2023-02-14 10:31:14.573,2023-02-14 00:00:00.000,"3 Sisters spring",FL,Citrus,Crystal River,Kings Bay,1,0,0,1,,,,1,F,F,>12,creid,388,N,2023-02-14 00:00:00.000,260,N,2023-02-14 00:00:00.000,,SWF,1,lbraso,2023-02-14 10:31:14.573,lbraso,2023-02-14 10:31:37.110
3169,2024-01-14 07:23:14.430,2024-01-11 00:00:00.000,"3 Sisters spring",FL,Citrus,Crystal River,Crystal River,1,0,0,,,,,0,,,,creid,395,N,2024-01-11 00:00:00.000,266,N,2024-01-11 00:00:00.000,,SWF,1,lbraso,2024-01-14 07:23:14.430,lbraso,2024-01-14 07:25:21.963
3177,2020-05-24 12:07:25.043,2020-05-20 00:00:00.000,"147 Jasmin street",FL,Monroe,Tavernier,Florida Bay,0,0,0,,,,,0,,,,mrodriguez,218,N,2020-05-20 00:00:00.000,222,N,2020-05-20 00:00:00.000,,MSQ,1,jheyde,2020-05-24 12:07:25.043,jheyde,2020-05-24 12:11:11.823
3178,2020-01-23 14:59:27.357,2020-01-30 00:00:00.000,Warm Mineral Springs ,FL,Sarasota,North Port ,Warm Mineral Springs ,0,0,0,,,,,0,,,,lsmith,210,N,2020-01-10 00:00:00.000,224,N,2020-01-10 00:00:00.000,,LPZ,1,mlippincot,2020-01-23 14:59:27.357,mlippincot,2020-02-03 11:27:55.813
3179,2020-01-02 09:54:34.433,2020-01-02 00:00:00.000,Port St. John boat ramp,FL,Brevard,Port St. John,Indian River,0,0,0,,,,,0,,,,sdirocco,156,N,2020-01-02 00:00:00.000,188,N,2020-01-02 00:00:00.000,,SWF,1,lbraso,2020-01-02 09:54:34.433,lbraso,2020-01-02 09:54:58.893
3180,2020-01-02 09:51:35.700,2020-01-02 00:00:00.000,Port St. John boat ramp,FL,Brevard,Port St. John,Indian River,0,0,0,,,,,0,,,,sdirocco,613,N,2020-01-02 00:00:00.000,314,N,2020-01-02 00:00:00.000,,SWF,1,lbraso,2020-01-02 09:51:35.700,lbraso,2020-01-02 09:52:12.070
3181,2020-03-26 14:19:16.683,2020-03-26 00:00:00.000,Jenkins Creek Park ,FL,Hernando,Weeki Wachee,Jenkins Creek ,1,0,0,,,,,0,,,,lsmith,295,N,2020-03-20 00:00:00.000,236,N,2020-03-20 00:00:00.000,,LPZ,1,mlippincot,2020-03-26 14:19:16.683,mlippincot,2020-03-26 14:19:36.170
3199,2023-02-14 08:05:16.727,2023-02-13 00:00:00.000,BSSP,FL,Volusia,Orange City,St. Johns River,1,1,0,1,,,,1,F,F,"03",creid,336,N,2023-02-13 00:00:00.000,256,N,2023-02-13 00:00:00.000,,SWF,1,lbraso,2023-02-14 08:05:16.727,lbraso,2023-02-14 08:05:35.330
3200,2019-12-19 04:39:24.270,2019-12-18 00:00:00.000,Port St. John boat ramp,FL,Brevard,Port St. John,Indian river,0,0,0,,,,,0,,,,sdirocco,402,N,2019-12-17 00:00:00.000,261,N,2019-12-17 00:00:00.000,"entrapment on golf course in Hilton Head, SC",SWF,1,lbraso,2019-12-19 04:39:24.270,lbraso,2019-12-19 04:40:47.360
3202,2021-02-18 14:38:28.963,2021-02-18 00:00:00.000,TECO Manatee Viewing Center,FL,Hillsborough,Apollo Beach,Tampa Bay,1,1,1,1,1,"hydrilla, hyacinth, seagrass",>12,1,F,F,>12,dmurphy,231,N,2021-02-18 00:00:00.000,216,N,2021-02-18 00:00:00.000,Participating organizations: FWC-NWFS,SFM,1,vedmonds,2021-02-18 14:38:28.963,vedmonds,2021-02-18 14:40:35.107
3204,2021-02-21 08:55:44.087,2021-02-18 00:00:00.000,TECO Power plant,FL,Hillsborough,Apollo Beach,TECO Discharge Canal ,1,0,0,,,,,0,,,,lsmith,249,N,2021-02-12 00:00:00.000,217,N,2021-02-12 00:00:00.000,,LPZ,1,mlippincot,2021-02-21 08:55:44.087,mlippincot,2021-02-21 08:58:40.060
3205,2020-12-06 14:46:17.660,2020-12-07 00:00:00.000,TECO power plant discharge,FL,Hillsborough,Apollo Beach,TECO power plant discharge ,0,0,0,,,,,0,,,,lsmith,295,N,2020-11-17 00:00:00.000,243,N,2020-11-17 00:00:00.000,,LPZ,1,mlippincot,2020-12-06 14:46:17.660,mlippincot,2020-12-07 11:26:13.557
3206,2020-01-28 17:54:44.577,2020-01-29 00:00:00.000,Port St John boat ramp,FL,Brevard,Port Saint John,Indian River/ICW,0,0,0,,,,,0,,,,mpersky,452,N,2020-01-07 00:00:00.000,302,N,2019-11-21 00:00:00.000,,JAX,1,cmiller,2020-01-28 17:54:44.577,cmiller,2020-01-30 09:56:27.103
3207,2020-03-10 15:09:53.937,2020-03-10 00:00:00.000,Big Cypress National preserve boat ramp,FL,Collier,Ochopee,Halfway Creek,0,0,1,,,,,0,B,B,"03",mrodriguez,265,N,2020-03-10 00:00:00.000,243,N,2020-03-10 00:00:00.000,,MSQ,1,jheyde,2020-03-10 15:09:53.937,jheyde,2020-03-10 15:11:16.500
3209,2023-02-09 16:39:55.510,2023-02-16 00:00:00.000,Blue Springs State Park,FL,Volusia,Orange City,Saint Johns River,1,0,0,1,1,Vallisneria americana,"04",0,B,F,,bnolan,340,N,2023-01-26 00:00:00.000,239,N,2023-01-26 00:00:00.000,,LVS,1,lmcduffie,2023-02-09 16:39:55.510,lmcduffie,2023-02-18 08:40:40.853
3209,2023-02-10 08:30:14.243,2023-02-13 00:00:00.000,Blue Springs State Park,FL,Volusia,Orange City,Saint Johns River,1,1,0,1,1,Vallisneria americana,"04",1,B,F,,bnolan,340,N,2023-01-26 00:00:00.000,239,N,2023-01-26 00:00:00.000,The release date has changed from 16 February 2023 to 13 February 2023.  This entry is provided to update to the correct information.  ,LVS,1,lmcduffie,2023-02-10 08:30:14.243,lmcduffie,2023-02-18 08:40:40.853
3211,2019-12-19 04:45:51.490,2019-12-18 00:00:00.000,Port St. John boat ramp,FL,Brevard,Port St. John,Indian River,0,0,0,,,,,0,,,,sdirocco,190,N,2019-12-18 00:00:00.000,203,N,2019-12-17 00:00:00.000,calf of 1927,SWF,1,lbraso,2019-12-19 04:45:51.490,lbraso,2019-12-19 04:47:18.560
3212,2019-12-19 04:51:17.210,2019-12-18 00:00:00.000,Port St John boat ramp,FL,Brevard,Port St John,Indian River,0,0,0,,,,,0,,,,sdirocco,654,N,2019-12-18 00:00:00.000,299,N,2019-12-18 00:00:00.000,mom of 1926,SWF,1,lbraso,2019-12-19 04:51:17.210,lbraso,2019-12-19 04:51:39.530
3213,2022-02-17 13:03:25.993,2022-02-14 00:00:00.000,TECO Discharge Canal ,FL,Hillsborough,Apollo Beach,TECO Discharge Canal ,1,1,0,,,,,0,,,,mnau,317,N,2022-01-27 00:00:00.000,240,N,2022-01-27 00:00:00.000,,LPZ,1,mlippincot,2022-02-17 13:03:25.993,mlippincot,2022-02-17 13:03:39.600
3214,2021-02-16 06:50:55.787,2021-02-15 00:00:00.000,TECO Discharge Canal,FL,Hillsborough,Apollo Beach,TECO Discharge Canal,1,0,0,,,,,0,,,,lsmith,252,N,2021-02-01 00:00:00.000,231,N,2021-02-01 00:00:00.000,,LPZ,1,mlippincot,2021-02-16 06:50:55.787,mlippincot,2021-02-16 06:51:18.550
3216,2020-04-15 11:47:28.303,2020-04-15 00:00:00.000,Cocohatchee River Park Marina ,FL,Collier,Naples,Cocohatchee River ,1,0,0,,,,,0,,,,lsmith,201,N,2020-03-20 00:00:00.000,206,N,2020-03-20 00:00:00.000,,LPZ,1,mlippincot,2020-04-15 11:47:28.303,mlippincot,2020-04-15 11:47:43.267
3219,2020-02-12 06:32:17.403,2020-02-11 00:00:00.000,Ft Myers power plant,FL,Lee,Ft Myers,Orange  River,0,0,0,,,,,0,,,,sdirocco,250,N,2020-02-11 00:00:00.000,244,N,2020-02-11 00:00:00.000,,SWF,1,lbraso,2020-02-12 06:32:17.403,lbraso,2020-02-12 06:33:13.457
3220,2020-02-12 06:40:27.210,2020-02-11 00:00:00.000,Ft Myers power plant,FL,Lee,Ft Myers,Orange River,0,0,0,,,,,0,,,,creid,271,N,2020-02-11 00:00:00.000,237,N,2020-02-11 00:00:00.000,,SWF,1,lbraso,2020-02-12 06:40:27.210,lbraso,2020-02-12 06:40:51.250
3221,2020-02-12 06:43:04.273,2020-02-11 00:00:00.000,Ft. Myers power plant,FL,Lee,Ft Myers,Orange River,0,0,0,,,,,0,,,,sdirocco,325,N,2020-02-11 00:00:00.000,265,N,2020-02-11 00:00:00.000,"fwc, sw",SWF,1,lbraso,2020-02-12 06:43:04.273,lbraso,2020-02-12 06:43:33.720
3223,2020-03-05 06:05:34.653,2020-03-04 00:00:00.000,Florida Light and Power ,FL,Lee,Ft Myers,Orange River,1,0,0,,,,,0,,,,lsmith,408,N,2020-02-18 00:00:00.000,273,N,2020-02-18 00:00:00.000,,LPZ,1,mlippincot,2020-03-05 06:05:34.653,mlippincot,2020-03-05 06:06:15.220
3224,2020-04-01 11:53:19.890,2020-04-01 00:00:00.000,Beacon 42 boat ramp,FL,Brevard,Titusville,Mosquito lagoon,0,0,0,,,,,0,,,,sdirocco,434,N,2020-04-01 00:00:00.000,281,N,2020-04-01 00:00:00.000,,SWF,1,lbraso,2020-04-01 11:53:19.890,lbraso,2020-04-01 11:55:39.280
3226,2020-04-15 11:49:18.680,2020-04-15 00:00:00.000,Shell Island Rd,FL,Collier,Naples,Rookery bay ,1,0,0,,,,,0,,,,lsmith,290,N,2020-03-19 00:00:00.000,255,N,2020-03-19 00:00:00.000,,LPZ,1,mlippincot,2020-04-15 11:49:18.680,mlippincot,2020-04-15 11:49:35.207
3230,2020-04-07 10:38:16.847,2020-04-08 00:00:00.000,Pete’s Pier  ,FL,Citrus,Crystal River,Kings Bay ,1,0,0,,,,,0,,,,lsmith,215,N,2020-03-19 00:00:00.000,230,N,2020-03-19 00:00:00.000,,LPZ,1,mlippincot,2020-04-07 10:38:16.847,mlippincot,2020-04-08 12:38:36.910
3232,2020-10-14 12:13:18.100,2020-10-13 00:00:00.000,Jimmy Graham Park,FL,Martin,Hobe Sound,Indian River,0,0,0,,,,,0,,,,mrodriguez,803,N,2020-10-13 00:00:00.000,354,N,2020-10-13 00:00:00.000,"FWc tequesta field station
Harbor Branch",MSQ,1,jheyde,2020-10-14 12:13:18.100,jheyde,2020-10-14 12:16:12.330
3233,2020-10-14 12:19:00.777,2020-10-13 00:00:00.000,Jimmy Graham Park,FL,Martin,Hobe Sound,Indian River,0,0,0,1,,,,1,B,B,"10",mrodriguez,239,N,2020-10-13 00:00:00.000,211,N,2020-10-13 00:00:00.000,"Released with mom ""Ribbon""",MSQ,1,jheyde,2020-10-14 12:19:00.777,jheyde,2020-10-14 12:21:04.030
3234,2021-02-16 06:53:00.770,2021-02-15 00:00:00.000,TECO Discharge Canal,FL,Hillsborough,Apollo Beach,TECO Discharge Canal,1,0,0,,,,,0,,,,lsmith,277,N,2021-02-03 00:00:00.000,228,N,2021-02-03 00:00:00.000,,LPZ,1,mlippincot,2021-02-16 06:53:00.770,mlippincot,2021-02-16 06:53:18.270
