"MLog","RescueDate","RescuePerDay","State","County","City","Waterway","Latitude","Longitude","Pregnant","Health","RescueType","PrimCauseID","PrimText","SecCauseID","SecText","WhereRel","Dead","Tracker","Transporter","FacTransTo","VetID","PartOrg","FloodGate","Pot","Weight","EstW","WDate","Length","EstL","LDate","Comments","Org","CreateBy","CreateDate","UpdateBy","UpdateDate"
1604,2014-11-03 00:00:00.000,1,FL,Collier,Marco Island,Sactuary Sound,29.970540,-81.726750,M,C,B,NaDp,,,,,0,,FWCSW,LPZ,rball,"FWC SW, FWC LE, Rookery Bay NERR",,,29,N,2014-11-03 00:00:00.000,117,N,2014-11-03 00:00:00.000,,LPZ,vedmonds,2014-11-10 08:59:42.973,dszemer,2016-01-29 08:43:30.943
1605,2014-11-06 00:00:00.000,1,FL,Lee,Bokeelia,pine Island Sound,26.705702,-82.157503,M,G,B,NaRe,,,,,0,,FWCSW,LPZ,rball,,,,261,N,2014-11-06 00:00:00.000,246,N,2014-11-06 00:00:00.000,,LPZ,vedmonds,2014-11-10 16:41:28.407,dszemer,2014-12-04 06:59:52.323
1606,2014-12-05 00:00:00.000,1,FL,Sarasota,Sarasota,Pillippi Creek,27.273360,-82.518030,N,C,B,NaCs,,,,,0,,FWCSW,LPZ,rball,,,,141,N,2014-12-05 00:00:00.000,214,N,2014-12-05 00:00:00.000,,LPZ,vedmonds,2014-12-08 11:20:44.363,dszemer,2016-05-03 07:42:05.710
1607,2014-12-08 00:00:00.000,1,FL,Collier,Marco Island,Big Marco Pass,25.961820,-81.747790,M,G,B,NaRe,,,,,0,,FWCSW,LPZ,rball,,,,191,N,2014-12-08 00:00:00.000,213,N,2014-12-08 00:00:00.000,,LPZ,vedmonds,2014-12-11 07:22:22.657,dszemer,2016-05-03 07:43:54.693
1608,2014-12-03 00:00:00.000,1,FL,Duval,Jacksonville,Canal off Mill Cove (SJR),30.378050,-81.516760,U,G,B,NaCs,,,,,0,,FWCNE,SWF,lcroft,"FWC-Northeast Field Lab
SWF",,,132,N,2014-12-03 00:00:00.000,190,N,2014-12-03 00:00:00.000,"Young animal observed to be suffering from possible cold stress, white areas on both pectoral flippers and face. Animal was rescued and transported to SWF by FWC",SWF,bwagoner,2014-12-18 09:21:13.803,dszemer,2016-05-02 12:29:03.890
1609,2014-12-05 00:00:00.000,1,FL,Duval,Jacksonville,San Carlos Creek,30.415630,-81.551610,M,G,B,NaCs,,,,,0,,SWF,SWF,lcroft,"FWC-Northeast Field Lab/Jacksonville Zoo
Sea2Shore
SWF
JEA staff (crane)",,,257,N,2014-12-05 00:00:00.000,242,N,2014-12-05 00:00:00.000,"Animal had been observed at the JEA Northside Generating Station for several days, showing no signs of moving out. The animal was also showing some signs of possible cold stress. ",SWF,bwagoner,2014-12-18 09:36:44.717,dszemer,2016-05-02 12:30:42.230
1609,2016-01-27 00:00:00.000,1,FL,Duval,"Jacksonville, FL",St Johns River,30.415561,-81.551070,M,S,B,NaCs,,,,,0,,SWF,SWF,sgearhart,"Sea2Shore (Monica Ross)
JEA 
SWF rescue crew",,,293,N,2016-01-27 00:00:00.000,248,N,2016-01-27 00:00:00.000, Stokes a known animal was observed at the JEA Power Plant (NGS side) for over a week along with a mom/calf pair. The original rescue was going to be the mom/calf pair but they were not observed in the area the day of rescue only Stokes and since he was starting to show some signs of cold stress the decision was made to rescue Stokes. Rescue crew waited at the site to see if mom/calf pair showed back up but they never did.,SWF,bwagoner,2016-03-01 03:35:23.013,D,2016-03-01 03:35:23.013
1610,2014-12-07 00:00:00.000,1,FL,Duval,Jacksonville,Cut Creek (off ICW),30.257700,-81.410420,M,G,B,NaCs,,,,,0,,FWCNE,SWF,lcroft,"FWC-Northeast Field Lab/Jacksonville Zoo
SWF",,,193,N,2014-12-07 00:00:00.000,219,N,2014-12-07 00:00:00.000,Smaller animal observed showing signs of possible cold stress reported to FWC. The animal was rescued by 1701 greens Way (Tarpon Pit south of JTB (202)),SWF,bwagoner,2014-12-18 13:36:19.857,dszemer,2016-05-02 12:33:48.197
1611,2014-12-15 00:00:00.000,1,GA,Chatham,Port Wentworth,Savannah River,32.144858,-81.143146,M,G,B,NaCs,,NaNS,,,0,,SWF,SWF,sgearhart,"Georgia DNR
Savannah River NWR staff
Weyerhaeuser Paper Mill staff
SWF rescue crew",,,364,N,2014-12-05 00:00:00.000,268,N,2014-12-05 00:00:00.000,"This was one of two animals originally observed at the Weyerhaeuser Paper Mill Outflow in the Savannah River in GA. River temperatures in the area were below thresholds for the animals, decision was made to attempt a rescue. On 12/15/14 rescue attempts were made, the first animal evaded capture after several attempts, the other was observed over at the Imperial Sugar Mill Outflow down river, this animal was successfully rescued and transported back to SWF. Second animal was never relocated.",SWF,bwagoner,2014-12-25 08:36:35.200,D,2014-12-25 08:36:35.200
1612,2014-11-25 00:00:00.000,1,TX,Texas,"Houston/ Chambers County, TX",Trinity Bay,29.754890,-94.817850,M,G,B,NaCs,,NaNS,,,0,,SWT,SWT,lcroft,"Texas Marine Mammal Stranding Network
SeaWorld San Antonio
USFWS/FWCC
Texas Parks and Wildlife Department
Chambers County Sheriff's Department
NRG Energy
San Antonio Police Department",,,432,N,2014-11-26 00:00:00.000,320,N,2014-11-26 00:00:00.000,"Manatee first observed on 11/23/14 at the warm water outflow of the NRG Energy Cooling reservoir in North Trinity Bay in Texas. Animal did show some signs of cold stress, water temperatures in area were below acceptable thresholds for the animal. Texas Marine Mammal Stranding Network first notified USFWS and FWCC, status of animal was discussed by several agencies and decision was made to attempt a rescue. On 11/25/14 the animal was successfully rescued and transported to SeaWorld San Antonio.",SWF,bwagoner,2014-12-29 13:56:04.137,dszemer,2016-01-29 09:38:57.250
1614,2014-12-30 00:00:00.000,1,FL,Duval,Jacksonville,Mill Cove off of SJR,30.381310,-81.519220,M,G,B,NaCs,,,,,0,,FWCNE,SWF,sgearhart,FWC rescue and transport to Sea World,,,145,N,2014-12-30 00:00:00.000,185,N,2014-12-30 00:00:00.000,,SWF,rrunnells,2015-01-02 12:43:07.607,dszemer,2016-05-03 07:22:34.607
1615,2014-12-28 00:00:00.000,1,FL,Volusia,Orange City,Blue Springs Run,28.945650,-81.339340,M,G,B,NaCs,,,,,0,,FWCIR,SWF,lcroft,"FWC-Indian River Field Lab
Blue Springs State Park Rangers
SWF Rescue crew",,,300,N,2014-12-28 00:00:00.000,258,N,2014-12-28 00:00:00.000,"Animal had been observed in the Blue Spring run for the last week, prior to that this animal was observed by Sea2Shore up in Palatka, FL. Animal was showing signs of cold stress, he was up in the spring run by the swim docks. BSSP rangers allowed SWF rescue boat and crew to idle into spring to attempt the rescue. The rescue was successful, animal was loaded into FWC rescue van (SWF van not available) and transported animal back to SWF. This was a known animal in BSSP by the name of Streak.",SWF,bwagoner,2014-12-31 13:09:53.983,dszemer,2016-05-02 12:22:01.483
1616,2014-12-30 00:00:00.000,1,FL,Lee,Fort Myers,Ten Mile Canal,26.489120,-81.854260,M,C,B,BoIm,,,,,0,,FWCSW,LPZ,rball,,,,265,N,2014-12-30 00:00:00.000,253,N,2014-12-30 00:00:00.000,Manatee had a bilateral pnemothorax,LPZ,vedmonds,2015-01-18 13:30:14.740,dszemer,2016-05-03 07:47:23.163
1617,2015-01-04 00:00:00.000,1,AL,Baldwin,Magnolia Springs,Magnolia River,30.398587,-87.773067,U,G,B,NaCs,,BoIm,fresh prop mark across back,,0,,SWF,SWF,,"Alabama MMSN (DISL), SeaWorld Florida, GA DNR",,,356,N,2015-01-04 00:00:00.000,270,N,2015-01-04 00:00:00.000,Dauphin Island Sea Lab (DISL) rented the transport truck. Both SeaWorld and DISL transported the manatee. ,SWF,dszemer,2015-01-08 10:51:39.653,dszemer,2015-01-08 12:21:54.707
1618,2015-01-07 00:00:00.000,1,FL,Volusia,Oak Hill,"Mosquito, Lagoon",28.904640,-80.862510,M,G,B,BoUn,,NaCs,,,0,,FWCIR,SWF,sgearhart,Joint FWC Sea World rescue Pneumothorax floating listing to one side,,,201,N,2015-01-07 00:00:00.000,206,N,2015-01-07 00:00:00.000,,SWF,rrunnells,2015-01-13 09:46:19.387,dszemer,2016-05-03 09:57:21.073
1619,2015-01-18 00:00:00.000,1,FL,Brevard,Satellite Beach,Grand Canal (Desoto canal),28.164436,-80.603036,M,C,B,NaCs,,,,,0,,FWCIR,SWF,lcroft,"FWC-Indian River Field Lab
SWF",,,79,N,2015-01-18 00:00:00.000,145,Y,2015-01-18 00:00:00.000,Animal was observed in the Desoto Canal (Ditch) suffering from some severe cold stress. Looked like some of his paddle was already missing not sure at that time if it was from cold stress or something else. Animal was rescue and transported by FWC to SWF. Injury to paddle was due to cold stress. TL (145cm) was estimated due to that part of the paddle missing.,SWF,bwagoner,2015-02-01 07:57:34.213,dszemer,2016-05-03 10:44:54.600
1619,2018-03-26 00:00:00.000,1,FL,Indian River,Roseland,Indian River,27.842480,-80.475230,M,C,B,NaCs,,,,,0,,SWF,SWF,lcroft,"SWF,S2S,FWC",,,259,N,2018-03-26 00:00:00.000,230,N,2018-03-27 00:00:00.000,Bam Bam was brought back to SWF due to cold stress and weight loss,SWF,jpeterson,2018-03-28 09:34:27.850,dszemer,2019-05-24 10:12:54.990
1620,2015-01-13 00:00:00.000,1,FL,Hillsborough,Apollo Beach,Tampa Bay,27.793260,-82.400830,M,C,B,BoUn,,,,,0,,MMPL,LPZ,rball,,,,445,N,2015-01-14 00:00:00.000,326,N,2015-01-13 00:00:00.000,,LPZ,vedmonds,2015-02-01 11:53:45.220,dszemer,2016-05-03 10:11:35.193
1621,2015-01-16 00:00:00.000,1,FL,Pinellas,St. Petersburg,Frenchman's Creek,27.712090,-82.677470,N,G,B,NaCs,,NaDp,,,0,,MMPL,LPZ,rball,,,,181,N,2015-01-16 00:00:00.000,200,N,2015-01-16 00:00:00.000,,LPZ,vedmonds,2015-02-01 12:55:33.830,dszemer,2016-05-03 10:36:56.343
1622,2015-01-21 00:00:00.000,1,FL,Charlotte,Punta Gorda,Charlotte Harbor,26.804710,-82.043200,M,G,B,NaDp,,NaCs,,,0,,FWCSW,LPZ,rball,,,,93,N,2015-01-21 00:00:00.000,171,N,2015-01-21 00:00:00.000,,LPZ,vedmonds,2015-02-01 13:01:33.117,dszemer,2016-05-03 11:45:41.903
1622,2017-12-14 00:00:00.000,1,FL,Manatee,Holmes Beach,Anna Maria Sound,27.495240,-82.700300,M,S,A,NaNS,,,,"Apollo Beach, TECO discharge canal",0,,,,,"FWC MMPL, Sea to Shore, Mote Marine Lab, South Florida Museum, FWC LE",,,341,N,2017-12-14 00:00:00.000,261,N,2017-12-14 00:00:00.000,"MRP manatee “IceCube” (RSW1502) was released in March 2017 from at the TECO discharge canal.  Based on satellite-tracked movements, the manatee was not heading toward a warm water source, despite dropping temperatures.",MMPL,dszemer,2018-04-13 12:20:56.730,dszemer,2018-12-04 10:40:57.083
1623,2015-01-29 00:00:00.000,1,FL,Pinellas,St. Petersburg,Turner Canal,27.842879,-82.658390,N,G,B,NaDp,,NaCs,,,0,,MMPL,LPZ,rball,,,,132,N,2015-01-29 00:00:00.000,186,N,2015-01-29 00:00:00.000,,LPZ,vedmonds,2015-02-03 08:11:03.397,dszemer,2016-05-03 12:18:06.217
1624,2015-01-22 00:00:00.000,1,FL,Palm Beach,Boynton Beach,Lake Worth,26.545790,-80.053180,M,C,B,BoPr,,,,,0,,FWCT,MSQ,mrodriguez,,,,140,N,2015-01-22 00:00:00.000,207,N,2015-01-22 00:00:00.000,,MSQ,jlinvill,2015-02-04 10:33:25.480,dszemer,2016-05-03 11:52:48.980
1625,2014-06-25 00:00:00.000,1,FL,Volusia,New Smyrna Beach,Ponce Inlet,29.072690,-80.929690,U,S,A,NaTi,,,,,0,,,,,"Volusia County Marine Mammal Stranding Team
Volusia County Sheriff Office",,,,,,305,N,2014-06-25 00:00:00.000,,FWCNE,aperna,2015-02-11 10:11:56.110,dszemer,2015-12-11 12:04:03.163
1626,2014-06-16 00:00:00.000,1,FL,Pinellas,St. Petersburg,Joe's Creek,27.820190,-82.741610,U,S,A,TrCu,,,,War Veteran's Memorial Park boat ramp,0,,,,,"FWC MMPL, FWC FWRI",,,,,,233,N,2014-06-16 00:00:00.000,,MMPL,dszemer,2015-02-11 10:22:23.527,dszemer,2015-12-10 10:29:14.463
1627,2015-02-04 00:00:00.000,1,FL,Volusia,Orange City,St. Johns River (Blue Springs),28.944690,-81.339370,N,S,B,NaOt,Rescued with dam (LPZ103228).  Calf was being out competed by other manatees for milk.,,,,0,,MMPL,LPZ,rball,"FWC, Sea World, Sea to Shore Alliance, Save the Manatee Club",,,58,N,2015-02-04 00:00:00.000,145,N,2015-02-04 00:00:00.000,,LPZ,vedmonds,2015-02-15 13:53:13.330,dszemer,2016-05-04 10:20:10.783
1628,2015-02-09 00:00:00.000,1,FL,Brevard,Satellite Beach,Grand Canal/Banana River,28.164500,-80.603010,N,S,B,Mom ,,,,,0,,FWCIR,LPZ,rball,,,,404,N,2015-02-09 00:00:00.000,275,N,2015-02-09 00:00:00.000,,LPZ,vedmonds,2015-02-15 14:33:48.790,dszemer,2016-05-05 12:54:17.410
1629,2015-02-09 00:00:00.000,1,FL,Brevard,Indian Harbor Beach,Grand Canal/ Banana River,28.164140,-80.603090,M,G,B,NaCs,,,,,0,,FWCIR,LPZ,rball,,,,86,N,2015-02-09 00:00:00.000,146,N,2015-02-09 00:00:00.000,"rescued with dam, LPZ103230",LPZ,vedmonds,2015-02-15 14:37:49.407,dszemer,2016-05-05 12:57:45.980
1630,2015-02-13 00:00:00.000,1,FL,St. Lucie,Ft. Pierce,Taylor Creek,27.469630,-80.336810,M,C,B,BoBo,,,,,0,,FWCT,MSQ,mrodriguez,,,,136,Y,2015-02-13 00:00:00.000,209,N,2015-02-13 00:00:00.000,,MSQ,jlinvill,2015-02-21 08:55:34.170,dszemer,2016-05-05 13:11:09.973
1631,2015-02-20 00:00:00.000,1,FL,Lee,Fort Myers,Orange River,26.693080,-81.778220,N,G,B,NaCs,"small, emaciated manatee",,,,0,,FWCSW,LPZ,rball,,,,111,N,2015-02-20 00:00:00.000,190,N,2015-02-20 00:00:00.000,,LPZ,vedmonds,2015-02-24 08:48:46.260,dszemer,2016-05-05 13:23:06.663
1632,2015-03-02 00:00:00.000,1,FL,Brevard,Merritt Island,Banana River,28.382490,-80.667420,U,G,B,NaCs,,,,,0,,FWCIR,SWF,sgearhart,"FWC-Indian River Field Lab
SWF",,,191,N,2015-03-02 00:00:00.000,208,N,2015-03-02 00:00:00.000,Animal was observed in a canal off the Banana River behind 1639 Shore Drive in Merritt Island. Rescued by land set and transported to SWF by FWC.,SWF,bwagoner,2015-03-15 08:51:47.260,dszemer,2016-08-04 15:12:38.867
1633,2015-03-03 00:00:00.000,1,FL,Sarasota,Sarasota,Whitaker Bayou,27.356050,-81.547060,N,G,B,NaCs,,,,,0,,FWCSW,LPZ,rball,"FWC MMPL, Mote Marine Lab",,,202,N,2015-03-03 00:00:00.000,215,N,2015-03-03 00:00:00.000,,LPZ,vedmonds,2015-03-23 15:53:32.963,dszemer,2016-10-14 12:05:37.867
1634,2015-03-16 00:00:00.000,1,FL,Lee,Fort Myers,Orange River,26.689540,-81.797370,M,G,B,NaDp,,NaEm,,,0,,FWCSW,LPZ,rball,"FWC SW, FWC LE
",,,100,N,2015-03-16 00:00:00.000,172,N,2015-03-16 00:00:00.000,,LPZ,vedmonds,2015-03-23 15:57:01.133,dszemer,2016-10-17 10:13:05.303
1635,2015-03-19 00:00:00.000,1,FL,Monroe,Key Largo,Tarpon Basin,25.125080,-80.418530,N,C,B,BoIm,,NaDp,,,0,,FWCT,MSQ,mrodriguez,"FWC SE, FWC LE
",,,79,Y,2015-03-19 00:00:00.000,160,N,2015-03-19 00:00:00.000,,MSQ,jlinvill,2015-03-24 17:30:09.553,dszemer,2016-10-17 10:17:16.220
1636,2015-03-21 00:00:00.000,1,FL,Martin,Stuart,Crooked Creek,27.154020,-80.200260,M,C,B,NaCs,,,,,0,,FWCT,MSQ,mrodriguez,"FWC SE, FWC LE
",,,181,Y,2015-03-21 00:00:00.000,262,N,2015-03-21 00:00:00.000,,MSQ,jlinvill,2015-03-24 17:38:13.223,dszemer,2016-10-17 10:19:29.750
1637,2015-03-28 00:00:00.000,1,FL,Lee,Punta Gorda,Charlotte Harbor,26.761730,-82.055910,M,C,B,BoIm,,NaEm,,,0,,FWCSW,LPZ,rball,"FWC SW, FWC MMPL, FWC LE",,,131,N,2015-04-01 00:00:00.000,203,N,2015-04-01 00:00:00.000,manatee has a scarred head wound,LPZ,vedmonds,2015-03-31 13:48:00.177,dszemer,2016-10-17 11:44:02.840
1638,2015-04-01 00:00:00.000,1,FL,Brevard,Merritt Island,Banana River,28.307120,-80.657070,M,C,B,BoPr,,,,,0,,SWF,SWF,sgearhart,"FWC-Indian River Field Lab
SWF Rescue",,,270,N,2015-04-01 00:00:00.000,258,N,2015-04-01 00:00:00.000,Animal observe sitting in the water approx. 15 meters east of the shoreline behind 2928 Newfound Harbor Drive. Apparently animal had to stay in shallow water in order to breath he had a large open wound. Rescue was able to just surround him with a small net and put into stretcher. Animal expired about 30 minutes after getting back to SWF approx. 8:30 PM. ,SWF,bwagoner,2015-04-05 13:33:10.300,dszemer,2016-10-17 12:23:42.543
1639,2015-03-02 00:00:00.000,1,FL,Sarasota,Sarasota,Phillippi Creek,27.308440,-82.509930,M,G,B,NaDp,,NaCs,,,0,,FWCSW,LPZ,rball,"FWC MMPL, Mote Marine Lab
",,,125,N,2015-03-02 00:00:00.000,181,N,2015-03-02 00:00:00.000,,LPZ,vedmonds,2015-04-09 12:14:14.263,dszemer,2016-10-14 11:52:45.420
1640,2015-02-23 00:00:00.000,1,FL,Brevard,Satellite Beach,Grand Canal,28.172250,-80.603400,U,S,A,TrCu,,,,Grand Canal,0,,,,,"FWC-Indian River Field Lab staff and volunteers
Satellite Beach Fire & Rescue and Police
Satellite Beach Public Works staff/ HUBBS volunteer
SWF Rescue Crew",,,409,Y,2015-02-23 00:00:00.000,280,N,2015-02-23 00:00:00.000,"This was one of twenty animals entrapped in the Satellite Beach storm drain system, the section of drain pipes ran from Satellite Beach City hall to the school on Cassia Blvd. There was 2 sections of drain pipes with animals, west & east, this animal along with her calf (SWFTm1505B) was craned out of a junction box area from the west section and released back into the Grand Canal.",SWF,bwagoner,2015-04-20 14:11:39.930,dszemer,2016-05-06 09:04:41.970
1641,2015-02-23 00:00:00.000,1,FL,Brevard,Satellite Beach,Grand Canal,28.172250,-80.603420,M,S,A,TrCu,,,,Grand Canal,0,,,,,"FWC-Indian River Field Lab staff and volunteers
Satellite Beach Fire and Rescue/ Police
Satellite beach Public Works Department
HUBBS volunteer
SWF Rescue Crew",,,159,Y,2015-02-23 00:00:00.000,203,N,2015-02-23 00:00:00.000,"This was one of twenty animals entrapped in the Satellite Beach storm drain system, the section of drain pipes ran from Satellite Beach City hall to the elementary school on Cassia Blvd. There was 2 sections of drain pipes with animals, west & east, this calf along with his mother (SWFTm1504B) was craned out of a junction box area from the west section and released back into the Grand Canal.",SWF,bwagoner,2015-04-20 14:18:33.953,dszemer,2016-05-06 09:27:13.417
1642,2015-02-23 00:00:00.000,1,FL,Brevard,Satellite Beach,Grand Canal,28.172250,-80.603450,M,S,A,TrCu,,,,Grand Canal,0,,,,,"FWC-Indian River Field Lab staff and volunteers
Satellite Beach Fire and Rescue/ Police
Satellite beach Public Works Department
HUBBS volunteer
SWF Rescue Crew
",,,455,Y,2015-02-23 00:00:00.000,305,Y,2015-02-23 00:00:00.000,"This was one of twenty animals entrapped in the Satellite Beach storm drain system, the section of drain pipes ran from Satellite Beach City hall to the elementary school on Cassia Blvd. There was 2 sections of drain pipes with animals, west & east, this animal was pushed back out through the west section of the drainage canal to the entrance and released back into the Grand Canal.",SWF,bwagoner,2015-04-20 14:26:13.230,dszemer,2016-05-06 09:34:18.717
1643,2015-02-23 00:00:00.000,1,FL,Brevard,Satellite Beach,Grand Canal,28.172250,-80.603470,M,S,A,TrCu,,,,Grand Canal,0,,,,,"FWC-Indian River Field Lab staff and volunteers
Satellite Beach Fire and Rescue/ Police
Satellite beach Public Works Department
HUBBS volunteer
SWF Rescue Crew
",,,455,Y,2015-02-23 00:00:00.000,305,Y,2015-02-23 00:00:00.000,"This was one of twenty animals entrapped in the Satellite Beach storm drain system, the section of drain pipes ran from Satellite Beach City hall to the elementary school on Cassia Blvd. There was 2 sections of drain pipes with animals, west & east, this animal was turned around in the west junction box and pushed back out through the west section of the drainage canal to the entrance and released back into the Grand Canal. Photos were taken of head scars.",SWF,bwagoner,2015-04-20 14:32:46.010,dszemer,2016-05-06 09:39:53.913
1644,2015-02-23 00:00:00.000,1,FL,Brevard,Satellite Beach,Grand Canal,28.172290,-80.603410,M,S,A,TrCu,,,,Grand Canal,0,,,,,"FWC-Indian River Field Lab staff and volunteers
Satellite Beach Fire and Rescue/ Police
Satellite beach Public Works Department
HUBBS volunteer
SWF Rescue Crew
",,,182,Y,2015-02-23 00:00:00.000,215,Y,2015-02-23 00:00:00.000,"This was one of twenty animals entrapped in the Satellite Beach storm drain system, the section of drain pipes ran from Satellite Beach City hall to the elementary school on Cassia Blvd. There was 2 sections of drain pipes with animals, west & east, this animal was pushed back out through the west section of the drainage canal to the entrance and released back into the Grand Canal. ",SWF,bwagoner,2015-04-20 14:38:39.433,dszemer,2016-05-06 09:44:27.043
1645,2015-02-23 00:00:00.000,1,FL,Brevard,Satellite Beach,Grand Canal,28.172260,-80.603370,M,S,A,TrCu,,,,Grand Canal,0,,,,,"FWC-Indian River Field Lab staff and volunteers
Satellite Beach Fire and Rescue/ Police
Satellite beach Public Works Department
HUBBS volunteer
SWF Rescue Crew
",,,227,Y,2015-02-23 00:00:00.000,235,Y,2015-02-23 00:00:00.000,"This was one of twenty animals entrapped in the Satellite Beach storm drain system, the section of drain pipes ran from Satellite Beach City hall to the elementary school on Cassia Blvd. There was 2 sections of drain pipes with animals, west & east, this animal with a little help was able to paddle back out through the west section of the drainage canal to the entrance and got released back into the Grand Canal, this was possible since there was still  6-8” of water in this section of pipe. ",SWF,bwagoner,2015-04-20 14:49:41.857,dszemer,2016-05-06 09:48:51.217
1646,2015-02-23 00:00:00.000,1,FL,Brevard,Satellite Beach,Grand Canal,28.172300,-80.601770,M,S,A,TrCu,,,,Grand Canal,0,,,,,"FWC-Indian River Field Lab staff and volunteers
Satellite Beach Fire and Rescue/ Police
Satellite beach Public Works Department
HUBBS volunteer
SWF Rescue Crew
",,,182,Y,2015-02-23 00:00:00.000,215,Y,2015-02-23 00:00:00.000,"This was one of twenty animals entrapped in the Satellite Beach storm drain system, the section of drain pipes ran from Satellite Beach City hall to the elementary school on Cassia Blvd. There was 2 sections of drain pipes with animals, west & east, this was the first animal extracted from the east section. The pipe here had to be dug up and top of pipe cut off in order to move one animal out at a time with stretcher and crane and then transported by truck to the release site at Grand Canal ",SWF,bwagoner,2015-04-20 14:58:07.760,dszemer,2016-05-06 09:54:26.230
1647,2015-02-23 00:00:00.000,1,FL,Brevard,Satellite Beach,Grand Canal,28.172310,-80.601790,M,S,A,TrCu,,,,Grand Canal,0,,,,,"FWC-Indian River Field Lab staff and volunteers
Satellite Beach Fire and Rescue/ Police
Satellite beach Public Works Department
HUBBS volunteer
SWF Rescue Crew
",,,455,Y,2015-02-23 00:00:00.000,293,N,2015-02-23 00:00:00.000,"This was one of twenty animals entrapped in the Satellite Beach storm drain system, the section of drain pipes ran from Satellite Beach City hall to the elementary school on Cassia Blvd. There were 2 sections of drain pipes with animals, west & east, this animal was extracted from the east section. The pipe here had to be dug up and top cut off in order to move one animal out at a time with stretcher and crane and then transported by truck down the road to the release site at Grand Canal.",SWF,bwagoner,2015-04-20 15:05:05.790,dszemer,2016-05-06 09:58:51.910
