"MLog","RelDate","RelSite","State","County","City","Waterway","BottomFeed","NatVeg","VegType","MonthsVeg","DisplayType","RelType","MonthsExpWater","Tracker","PartOrg","VetID","Weight","EstW","WDate","Length","EstL","LDate","Comments","Org","CreateBy","CreateDate","UpdateBy","UpdateDate"
1609,2015-03-10 00:00:00.000,Port St. John Boat Ramp near FPL outflows,FL,Brevard,Merritt Island,Indian River,1,,,,,,,Sea2Shore,"FWC-Indian River Field Lab
FWC-Law Enforcement
Sea2Shore/Monica Ross
SWF",lcroft,273,N,2015-02-05 00:00:00.000,242,N,2014-12-05 00:00:00.000,"Originally rescued due to cold stress from JEA back on 12/5/2014, animal has been medical cleared for release. S2S will be on site to belt/tag animal. Animal will be loaded onto boat and released near the FPL outflows. Monica Ross (S2S) was on site to belt/tag.",SWF,bwagoner,2015-03-17 13:18:53.460,D,2015-03-17 13:18:53.460
1609,2016-02-26 00:00:00.000,Port St John power plant,FL,Brevard,Port St John,Indian River,,,,,,,,Sea To Shore Melody,"FWC, Sea to Shore and Sea World",sgearhart,299,N,2016-01-30 00:00:00.000,248,N,2016-01-30 00:00:00.000,Will transport manatees from boat ramp to power plant outflow,SWF,rrunnells,2016-02-27 09:40:00.617,D,2016-02-27 09:40:00.617
1610,2016-01-13 00:00:00.000,Port St John Power Plant,FL,Brevard,Port St John,Indian River Intercoastal,1,1,Salt water vegetation,"03",F,B,"00",,,lcroft,260,N,2016-01-09 00:00:00.000,232,N,2016-01-09 00:00:00.000,Manatee will not be belted or tracked,SWF,rrunnells,2016-01-14 08:11:30.280,D,2016-01-14 08:11:30.280
1611,2015-03-10 00:00:00.000,Port St. John Boat Ramp near FPL outflows,FL,Brevard,Merritt Island,Indian River,1,,,,,,,Sea2Shore,"FWC-Indian River Field Lab
FWC-Law Enforcement
Sea2Shore/Monica Ross
SWF",sgearhart,366,N,2015-02-05 00:00:00.000,268,N,2014-12-15 00:00:00.000,"This animal was originally rescued due to cold stress near the Weyerhaeuser Paper Mill in the Savannah River, GA back on 12/15/2014, with the help of Georgia DNR and FWS. The animal has been medically cleared for release. S2S will be on site to belt/tag animal. Animal will be loaded onto boat and released near the FPL outflows. Monica Ross (S2S) was on site to belt/tag.",SWF,bwagoner,2015-03-17 13:21:55.373,D,2015-03-17 13:21:55.373
1612,2015-03-04 00:00:00.000,Across from TECO Big Bend Station,FL,Hillsborough,Apollo Beach,Tampa Bay,1,,,,,,,USGS,"FWC MMPL
USFWS
USGS-Jim Reid
Staff at the Manatee Viewing Center
SWF Rescue Crew",sgearhart,516,N,2015-02-22 00:00:00.000,320,N,2015-01-30 00:00:00.000,"Animal originally rescue due to cold stress from Trinity Bay in Texas near the NRG Energy cooling reservoir. Rescue was made with the help of TMMSN, SWT, and FWC along with several other state and federal agencies in Texas. The animal was transported back to SWT for rehab and then was flown back to SWF with the help of the USCG for future release. This animal is a known animal (TB435) from the Tampa bay area. USGS will belt and tag the animal for monitoring. Weight at time of release-1065lbs.",SWF,bwagoner,2015-03-05 10:42:52.137,D,2015-03-05 10:42:52.137
1614,2016-02-11 00:00:00.000,"Near FPL Plant, Port St John",FL,Brevard,Port St John,Indian River,1,1,Saltwater and freshwater vegetation,"03",F,B,,S2S/Melody Fischer,"S2S  FWC-Indian River Field Lab
SMC
SWF-Rescue Team",lcroft,266,N,2015-12-23 00:00:00.000,225,N,2015-12-23 00:00:00.000,"Animal will be released by boat out near the FPL outflow, he will be tagged and tracked by S2S, they will also take measurements and photos. Animal has no FB due missing portion of right side of paddle.",SWF,bwagoner,2016-02-18 11:53:51.700,D,2016-02-18 11:53:51.700
1615,2015-03-25 00:00:00.000,Blue Springs State Park,FL,Volusia,Orange City,St. Johns River,1,,,,,,,None,"BSSP State Park Staff
Save the Manatee Club
SWF Rescue Crew",sgearhart,323,N,2015-02-05 00:00:00.000,258,N,2015-02-05 00:00:00.000,Animal originally rescue on 12/28/14 from BSSP due to cold stress. Animal has been medically cleared for release. He will not be belted /tagged for this release.,SWF,bwagoner,2015-03-30 10:34:48.463,D,2015-03-30 10:34:48.463
1617,2015-03-17 00:00:00.000,Three Sisters Springs,FL,Citrus,Crystal River,Crystal River,1,0,,>12,F,B,"02",DISL/S2S,"USFWS Refuge staff Crystal River
DISL/Ruth Carmichael
Sea2Shore/Monica Ross
SWF",sgearhart,427,N,2015-03-11 00:00:00.000,273,N,2015-03-11 00:00:00.000,"Animal was originally rescue by SWF, DISL, Alabama DNR and USFWS from Magnolia Springs in Alabama due to cold stress and watercraft. Animal was then transport back to SWF for rehab by SWF and DISL staff. She has medically cleared for release. The animal will be belted/tagged by DISL and S2S",SWF,bwagoner,2015-03-17 13:29:39.740,dszemer,2015-03-23 06:42:59.270
1618,2015-05-06 00:00:00.000,Kennedy Point Park ,FL,Brevard,Titusville,Indian River,1,1,,>12,F,B,>12,,FWC and Sea World shore release.,sgearhart,280,N,2015-05-06 00:00:00.000,215,N,2015-04-06 00:00:00.000,,SWF,rrunnells,2015-05-08 08:14:51.407,dszemer,2015-05-08 09:21:08.950
1619,2018-03-07 00:00:00.000,"Berkeley Canal, 389 Berkeley Street",FL,Brevard,Satellite Beach,Grand Canal,1,1,,>12,F,B,"03",,"SWF,FWC,SFM",lcroft,331,N,2018-03-07 00:00:00.000,244,N,2017-03-07 00:00:00.000,Bam Bam was released in Berkeley Canal off of a boat ramp at a residents house. At time of release new pit tags had to be placed due to no tags reading on scanner. Right tag # 00079A60A9 Left tag# 00079B1A10,SWF,jpeterson,2018-03-09 04:32:21.767,dszemer,2018-03-16 12:29:19.223
1619,2019-03-07 00:00:00.000,FPL-CCEC-Power plant,FL,Brevard,Cocoa,Indian river,,,,,B,B,"11",Argos 177777 Blue\Green,"FWC,SWF,S2S,JZ,SFM",sdirocco,393,N,2019-03-07 00:00:00.000,259,N,2019-03-07 00:00:00.000,,SWF,jpeterson,2019-03-18 04:16:11.043,D,2019-03-18 04:16:11.043
1621,2016-01-28 00:00:00.000,Tampa Electric (TECO),FL,Hillsborough,Apollo Beach,Tampa Bay,,,,,,,,,"FWC-MMPL, South Florida museum",rball,279,N,2015-12-04 00:00:00.000,231,N,2015-12-04 00:00:00.000,,LPZ,vedmonds,2016-01-31 15:28:35.583,D,2016-01-31 15:28:35.583
1622,2017-03-06 00:00:00.000,Manatee Viewing Center TECO,FL,Hillsborough,Apollo Beach,Tampa Bay,1,1,water hyacinth,"09",F,B,,"158608","South Florida Museum, Florida Fish and Wildlife Conservation Commission",dmurphy,342,N,2016-10-24 00:00:00.000,254,N,2016-10-24 00:00:00.000,,SFM,mmargold,2017-03-14 13:51:23.433,D,2017-03-14 13:51:23.433
1623,2016-01-28 00:00:00.000,Tampa Electric (TECO),FL,Hillsborough,Apollo Beach,Tampa Bay,1,1,hydrilla,>12,F,B,,,"FWC-MMPL, South Florida Museum",rball,286,N,2015-12-15 00:00:00.000,221,N,2015-12-15 00:00:00.000,,LPZ,vedmonds,2016-01-31 15:32:26.803,D,2016-01-31 15:32:26.803
1624,2016-06-21 00:00:00.000,Jonathan Dickinson State Park,FL,Martin,Jupiter,Loxahatchee River,,,,,,,,pit tag,,mrodriguez,347,N,2016-06-21 00:00:00.000,230,N,2016-06-21 00:00:00.000,,MSQ,jlinvill,2016-06-23 16:55:28.670,D,2016-06-23 16:55:28.670
1627,2015-03-19 00:00:00.000,Blue Springs State Park,FL,Volusia,Orange City,St. John's River,,,,,,,,,,rball,90,N,2015-03-09 00:00:00.000,156,N,2015-03-09 00:00:00.000,"released with dam, LPZ103228",LPZ,vedmonds,2015-03-23 16:28:31.940,D,2015-03-23 16:28:31.940
1628,2015-03-24 00:00:00.000,Desoto Canal,FL,Brevard,Satellite Beach,Grand Canal (Berkeley Canal),1,1,,>12,F,B,>12,,,rball,472,N,2015-03-13 00:00:00.000,283,N,2015-03-13 00:00:00.000,,LPZ,vedmonds,2015-04-07 15:45:19.027,dszemer,2016-07-28 07:23:35.137
1629,2015-03-24 00:00:00.000,Desoto Canal,FL,Brevard,Satellite Beach,Grand Canal (Berkeley Canal),1,1,,>12,F,B,>12,,,rball,116,N,2015-03-13 00:00:00.000,160,N,2015-03-13 00:00:00.000,,LPZ,vedmonds,2015-04-07 15:45:44.030,dszemer,2016-07-28 07:24:22.870
1631,2016-01-18 00:00:00.000,Florida Power and Light,FL,Lee,Fort Myers,Orange River,,,,,,,,,,rball,304,N,2015-12-17 00:00:00.000,235,N,2015-12-17 00:00:00.000,Chillee was released directly into the power plant warm effluent.  Very cool day with many animals at the site.,LPZ,vedmonds,2016-01-27 07:51:15.953,D,2016-01-27 07:51:15.953
1632,2016-01-13 00:00:00.000,Port St John's power plant,FL,Brevard,Port St John,Indian River Intercoastal,1,1,Salt water vegetation,"03",F,B,"00",,,lcroft,294,N,2016-01-09 00:00:00.000,225,N,2016-01-09 00:00:00.000,Manatee will not be tracked,SWF,rrunnells,2016-01-14 08:13:51.150,D,2016-01-14 08:13:51.150
1633,2016-01-28 00:00:00.000,Tampa Electric (TECO),FL,Hillsborough,Apollo Beach,Tampa Bay,1,1,hydrilla,>12,F,B,>12,,"FWC-MMPL, SFM",rball,295,N,2015-11-30 00:00:00.000,238,N,2015-11-30 00:00:00.000,,LPZ,vedmonds,2016-01-31 15:35:43.057,dszemer,2016-02-11 07:35:07.550
1636,2016-01-13 00:00:00.000,Willoughby Creek Inlet,FL,Martin,Stuart,Willoughby Creek,,,,,,,,,,mrodriguez,388,N,2016-01-13 00:00:00.000,277,N,2015-12-07 00:00:00.000,,MSQ,jlinvill,2016-01-14 16:38:44.863,D,2016-01-14 16:38:44.863
1639,2017-02-02 00:00:00.000,Manatee Viewing Center Big Bend,FL,Hillsborough,Apollo Beach,Tampa Bay,1,1,water hyacinth and grasses,"06",F,,>12,tag 64241,"South Florida Museum, FWC, Sea To Shore",dmurphy,303,N,2016-10-24 00:00:00.000,238,N,2016-10-24 00:00:00.000,,SFM,mmargold,2017-02-10 09:30:35.007,D,2017-02-10 09:30:35.007
1661,2015-06-11 00:00:00.000,Ken Thompson Boat Ramp,FL,Sarasota,Sarasota,Sarasota Bay,,,,,,,,,"Mote Marine, FWC-SWFS",rball,42,N,2015-05-28 00:00:00.000,132,N,2015-05-28 00:00:00.000,,LPZ,vedmonds,2015-06-11 22:38:06.040,D,2015-06-11 22:38:06.040
1662,2015-06-11 00:00:00.000,Ken Thompson Boat Ramp,FL,Sarasota,Sarasota,Sarasota Bay,,,,,,,,,Mote Marine and FWC-SWFS,rball,458,N,2015-05-01 00:00:00.000,288,N,2015-05-01 00:00:00.000,,LPZ,vedmonds,2015-06-11 22:37:30.333,D,2015-06-11 22:37:30.333
1664,2015-11-03 00:00:00.000,Kars park,FL,Brevard,Merritt island,Banana River,,,,,,,,,"FWC, Sea World ",sgearhart,494,N,2015-10-10 00:00:00.000,280,N,2015-10-10 00:00:00.000,Watercraft injured manatee released with it's dependent calf.,SWF,rrunnells,2015-11-03 12:10:00.120,D,2015-11-03 12:10:00.120
1665,2015-11-03 00:00:00.000,Kars Park,FL,Brevard,Merritt Island,Banana river,,,,,,,,,FWC and Sea World,sgearhart,161,N,2015-10-10 00:00:00.000,203,N,2015-10-10 00:00:00.000,Dependent calf of mother SWF Tm 1526B,SWF,rrunnells,2015-11-03 12:12:29.710,D,2015-11-03 12:12:29.710
1666,2015-10-14 00:00:00.000,George English Park,FL,Broward,Fort Lauderdale,Middle river,,,,,,,,pit tags,,mrodriguez,231,N,2015-09-17 00:00:00.000,224,N,2015-09-17 00:00:00.000,,MSQ,jlinvill,2015-10-14 15:59:38.043,D,2015-10-14 15:59:38.043
1667,2016-10-19 00:00:00.000,Owen Murphy Boat Ramp,FL,Martin,Stuart,Manatee Pocket,,,,,,,,pit tag,,mrodriguez,302,N,2016-10-19 00:00:00.000,240,N,2016-10-14 00:00:00.000,,MSQ,jlinvill,2016-10-20 15:15:12.520,D,2016-10-20 15:15:12.520
1669,2018-01-18 00:00:00.000,TECO,FL,Hillsborough,Tampa,Tampa Bay,1,1,hydrilla,"01",F,B,,,,rball,281,N,2017-12-27 00:00:00.000,242,N,2017-12-27 00:00:00.000,,HSSWP,tfowler,2018-05-05 08:05:48.690,D,2018-05-05 08:05:48.690
1669,2019-03-06 00:00:00.000,Teco,FL,Hillsborough,Apollo Beach,Tampa Bay,,,,,,,,,"FWC,SWF",sdirocco,411,N,2019-03-06 00:00:00.000,273,N,2019-03-06 00:00:00.000,,SWF,jpeterson,2019-03-18 04:51:01.307,D,2019-03-18 04:51:01.307
1669,2021-09-08 00:00:00.000,EG simmons Park- Kayak Launch,FL,Hillsborough,Ruskin,Tampa Bay,1,1,Variety of turtle grass and shoal grass,"06",B,B,>12,Pit tags and Satellite tracking belt,"MSQ, Zoo Tampa, FWC, CMARI",mrodriguez,572,N,2021-09-08 00:00:00.000,293,N,2021-09-08 00:00:00.000,"MSQ transferred Camlee into Zoo Tampa's truck in Naples, FL.  Zoo Tampa continued with Camlee to the release site.",MSQ,jheyde,2021-09-16 13:12:29.777,D,2021-09-16 13:12:29.777
1673,2020-02-28 00:00:00.000,Blue Springs state park,FL,Volusia,Orange city,St. Johns,1,,,,B,F,,cmri,"swf, fwc, cmri, smc",sdirocco,325,N,2020-02-28 00:00:00.000,254,N,2020-02-28 00:00:00.000,,SWF,lbraso,2020-03-01 06:36:10.900,D,2020-03-01 06:36:10.900
1674,2015-10-07 00:00:00.000,Matalache Park,FL,Lee,Matlacha,Matalacha Pass,,,,,,,,,,rball,263,N,2015-09-22 00:00:00.000,231,N,2015-09-22 00:00:00.000,,LPZ,vedmonds,2015-10-22 15:12:07.873,D,2015-10-22 15:12:07.873
1674,2022-02-24 00:00:00.000,Orange Harbor mobile home and RV resort,FL,Lee,Ft. Myers,Orange River,,,,"00",,,,,"SWF,swfwc",LStaggs,404,N,2022-02-24 00:00:00.000,266,N,2022-02-24 00:00:00.000,n/a,SWF,lbraso,2022-02-27 05:57:26.303,D,2022-02-27 05:57:26.303
1676,2018-01-18 00:00:00.000,Teco,FL,Hillsborough,Apollo Beach,Tampa Bay,1,1,seagrass,"03",B,B,"03",Satellite tag,,mrodriguez,417,N,2018-01-18 00:00:00.000,273,N,2018-01-18 00:00:00.000,,MSQ,jlinvill,2018-01-20 11:38:46.653,D,2018-01-20 11:38:46.653
1679,2018-03-08 00:00:00.000,Blue Springs,FL,Volusia,Fl,BSSP,1,1,fresh water plants,,F,F,,Sea to Shore Alliance,"Sea to SHore Alliance, FWC, Jacksonville Zoo and Gardens, SeaWorld Orlando helped with the release and Save the Manatee helps monitor the newly tagged manatee.",mpersky,405,Y,2018-02-26 00:00:00.000,262,Y,2018-02-26 00:00:00.000,,JAX,dbear,2018-03-14 13:23:46.073,D,2018-03-14 13:23:46.073
1680,2018-03-09 00:00:00.000,Three Sisters,FL,Citrus,Crystal River,Crystal River,1,1,hydrilla,"01",F,F,>12,,Zoo Tampa and Homosassa Springs Wildlife State Park,rball,254,N,2018-02-22 00:00:00.000,236,N,2018-02-22 00:00:00.000,,HSSWP,tfowler,2018-05-05 08:12:01.327,D,2018-05-05 08:12:01.327
1681,2018-03-08 00:00:00.000,Blue Springs,FL,Volusia,Orange City,BSSP,1,1,fresh water plants,,F,F,,Sea to Shore Alliance,"Sea to Shore Alliance, FWC, Jacksonville Zoo and Gardens, SeaWorld Orlando helped with the release and Save the Manatee helps monitor the newly tagged manatee.",mpersky,343,Y,2018-02-22 00:00:00.000,236,N,2018-02-22 00:00:00.000,,JAX,dbear,2018-03-14 13:25:31.150,D,2018-03-14 13:25:31.150
1681,2019-04-30 00:00:00.000,Blue springs state park boat ramp,FL,Volusia,Orange,St. Johns,,,,,,,,,"SWF, FWC, S2S, SMC",sdirocco,302,N,2019-04-30 00:00:00.000,249,N,2019-04-30 00:00:00.000,Buckeye was tagged by S2S prior to release and the release from the BSSP boat ramp,SWF,jpeterson,2019-05-01 05:20:15.710,D,2019-05-01 05:20:15.710
1682,2016-03-16 00:00:00.000,Periwinkle Drive Boat Ramp,FL,Sarasota,Sarasota,Little Sarasota Bay,,,,,,,,,,rball,499,N,2016-03-16 00:00:00.000,284,N,2016-03-16 00:00:00.000,,LPZ,vedmonds,2016-05-08 17:24:07.763,D,2016-05-08 17:24:07.763
1683,2016-04-05 00:00:00.000,Caxambas Park Boat Ramp,FL,Collier,Marco Island,Caxambas Pass,,,,,,,,,,rball,217,N,2016-01-12 00:00:00.000,220,N,2016-01-12 00:00:00.000,,LPZ,vedmonds,2016-05-08 17:06:14.240,D,2016-05-08 17:06:14.240
1694,2016-03-29 00:00:00.000,Demere Key Boat Ramp,FL,Lee,Pine Island,Pine Island Sound,,,,,,,,,,rball,283,N,2016-01-12 00:00:00.000,248,N,2016-01-12 00:00:00.000,,LPZ,vedmonds,2016-05-08 17:30:57.187,D,2016-05-08 17:30:57.187
1695,2016-03-29 00:00:00.000,Demere Key Boat Ramp,FL,Lee,Pine Island,Pine Island Sound,,,,,,,,,,rball,261,N,2016-02-05 00:00:00.000,240,N,2016-02-05 00:00:00.000,,LPZ,vedmonds,2016-05-08 16:58:08.587,D,2016-05-08 16:58:08.587
1701,2016-03-10 00:00:00.000,Kennedy Point Marina,FL,Brevard,Titusville,Indian River,1,,,,,,,S2S Monica Ross,"FWC-Indian River Field Lab
Sea2Shore/Monica Ross
SWF Rescue crew",sgearhart,550,N,2015-12-23 00:00:00.000,316,N,2015-12-12 00:00:00.000,"Animal was an out of state rescue, he was rescued from the SCE&G Power Plant in Charleston, SC (Goose Creek area) from the Cooper River. He was of two animals originally observed for a few weeks in the plants warm water outflow, showing signs of cold stress. SWO was asked by FWS to send a crew up for the rescue, no animal was rescue the first day, this animal was rescued on the second (12/11/15), the second animal was not observed again, and only this animal was brought back into rehab.",SWF,bwagoner,2016-03-20 13:47:10.303,D,2016-03-20 13:47:10.303
1703,2016-04-07 00:00:00.000,Rookery Bay Reserve,FL,Collier,Marco Island,Shell Creek,,,,,,,,,,rball,422,N,2016-02-05 00:00:00.000,288,N,2016-02-05 00:00:00.000,,LPZ,vedmonds,2016-05-08 17:03:00.540,D,2016-05-08 17:03:00.540
1715,2017-03-29 00:00:00.000,Hunter Springs Park,FL,Citrus,Crystal River,Hunter Springs Run/Kings Bay,1,1,hydrilla and hyacinth,>12,F,B,>12,,,rball,231,N,2017-03-21 00:00:00.000,224,N,2017-03-21 00:00:00.000,,LPZ,vedmonds,2017-04-10 17:32:38.400,D,2017-04-10 17:32:38.400
1716,2017-01-30 00:00:00.000,Manatee Park,FL,Lee,Fort Myers,Caloosahatchee River,1,1,hyacinth and hydrilla,>12,F,F,>12,Sea 2 Shore Alliance,,rball,277,N,2016-12-23 00:00:00.000,239,N,2016-12-23 00:00:00.000,,LPZ,vedmonds,2017-02-26 12:35:15.687,D,2017-02-26 12:35:15.687
1717,2016-02-09 00:00:00.000,Tampa Electric (TECO),FL,Hillsborough,Apollo Beach,Tampa Bay,,,,,,,,,,rball,172,N,2016-02-05 00:00:00.000,205,N,2016-02-05 00:00:00.000,"manatee was rescued at a water treatment plant where there was an effluent of 70 degrees.  The warm water was going to be turned off, so the manatee was rescued, taken to LPZ for evaluation with the plan of quick turnaround and release at TECO",LPZ,vedmonds,2016-02-17 14:15:09.713,D,2016-02-17 14:15:09.713
1718,2016-05-11 00:00:00.000,Shell Harbor Boat Ramp,FL,Putnam,Satsuma,Shell Harbor,,,,,,,,Monica Ross,FWS-NEFS and Sea to Shore Alliance,rball,499,N,2016-04-28 00:00:00.000,268,N,2016-04-28 00:00:00.000,This manatee is being tracked by Monica Ross for a private research project,LPZ,vedmonds,2016-05-22 14:06:24.317,D,2016-05-22 14:06:24.317
1722,2018-01-17 00:00:00.000,Krueger Creek,FL,Martin,Stuart,Krueger Creek,1,1,seagrass,"03",B,B,"03",Satellite tag,,mrodriguez,295,N,2018-01-17 00:00:00.000,236,N,2018-01-17 00:00:00.000,,MSQ,jlinvill,2018-01-20 11:28:50.107,D,2018-01-20 11:28:50.107
1734,2016-07-13 00:00:00.000,  Topsail Trail and Floramar Terrace intersection,FL,Pasco,New Port Richey,Gulf of Mexico,,,,,,,,,FWC-MMPL,rball,363,N,2016-07-13 00:00:00.000,257,N,2016-06-22 00:00:00.000,,LPZ,vedmonds,2016-07-21 19:00:48.313,D,2016-07-21 19:00:48.313
1739,2020-03-27 00:00:00.000,Emerson Point ,FL,Manatee,Palmetto ,Manatee River ,,,,,,,,,FWC MMPL ,lsmith,526,N,2020-03-20 00:00:00.000,294,N,2020-03-20 00:00:00.000,,LPZ,mlippincot,2020-04-07 10:26:29.420,D,2020-04-07 10:26:29.420
1761,2016-11-16 00:00:00.000,Manatee Observation Center,FL,St. Lucie,Fort Pierce,Indian River,,,,,,,,pit tag,,mrodriguez,184,N,2016-11-16 00:00:00.000,207,N,2016-11-04 00:00:00.000,,MSQ,jlinvill,2016-11-19 09:33:09.340,D,2016-11-19 09:33:09.340
1762,2016-11-16 00:00:00.000,Owen Murphy Boat Ramp,FL,Martin,Stuart,Manatee Pocket,,,,,,,,pit tag,,mrodriguez,247,N,2016-11-16 00:00:00.000,222,N,2016-10-24 00:00:00.000,,MSQ,jlinvill,2016-11-19 09:26:06.120,D,2016-11-19 09:26:06.120
1765,2016-06-23 00:00:00.000,Craig Park Boat Ramp,FL,Pinellas,Tarpon Springs,Whitcomb Bayou,,,,,,,,,FWC-MMPL,rball,367,N,2016-06-03 00:00:00.000,258,N,2016-06-03 00:00:00.000,,LPZ,vedmonds,2016-06-30 09:16:41.603,D,2016-06-30 09:16:41.603
1767,2016-09-06 00:00:00.000,Eau Callie Yacht Club,FL,Brevard,Satellite Beach,Grand Canal,,,,,,,,,,lcroft,217,N,2016-08-22 00:00:00.000,209,N,2016-08-22 00:00:00.000,,SWF,rrunnells,2016-09-07 04:46:17.697,D,2016-09-07 04:46:17.697
1768,2016-05-17 00:00:00.000,Bert Maxwell boat ramp,FL,Duval,Jacksonville,Trout River,,,,,,,,Monica Ross,"Sea to Shore, FWC NEFS and Sea World",sgearhart,526,N,2016-05-09 00:00:00.000,293,N,2016-05-09 00:00:00.000,,SWF,rrunnells,2016-05-17 13:52:29.767,D,2016-05-17 13:52:29.767
1770,2016-06-23 00:00:00.000,Craig Park Boat Ramp,FL,Pinellas,Tarpon Springs,Whitcomb Bayou,,,,,,,,,FWC-MMPL,rball,152,N,2016-06-08 00:00:00.000,180,N,2016-06-08 00:00:00.000,,LPZ,vedmonds,2016-06-30 09:17:10.710,D,2016-06-30 09:17:10.710
1771,2016-06-15 00:00:00.000,War Veterans Memorial Park,FL,Pinellas,Saint Petersburg,Boca Ciega Bay,,,,,,,,,FWC-MMPL,rball,324,N,2016-05-11 00:00:00.000,257,N,2016-05-11 00:00:00.000,,LPZ,vedmonds,2016-06-16 18:04:33.063,D,2016-06-16 18:04:33.063
1773,2018-11-06 00:00:00.000,POI Boat Ramp,FL,Collier,Port of the Islands,Faka Union Canal,1,1,,"00",F,B,"00",,"SWF,FWC,S2S",sdirocco,286,N,2018-11-06 00:00:00.000,236,N,2018-11-06 00:00:00.000,,SWF,jpeterson,2019-03-18 04:23:26.290,dszemer,2019-08-20 08:39:57.170
1774,2016-07-12 00:00:00.000,Veteran's War Memorial Park,FL,Pinellas,Saint Petersburg,Boca Ciega Bay,,,,,,,,,FWC-MMPL,rball,404,N,2016-06-28 00:00:00.000,259,N,2016-06-28 00:00:00.000,"Dr. Lauren Smith, Associate Veterinarian, performed the health assessment",LPZ,vedmonds,2016-07-12 13:29:38.763,D,2016-07-12 13:29:38.763
1775,2016-07-12 00:00:00.000,Veteran's War Memorial Park,FL,Pinellas,Saint Petersburg,Boca Ciega Bay,,,,,,,,,FWC-MMPL,rball,58,N,2016-06-28 00:00:00.000,137,N,2016-06-28 00:00:00.000,"Dr. Lauren Smith, Associate Veterinarian, performed the health assessments at Lowry Park Zoo",LPZ,vedmonds,2016-07-12 13:30:24.053,D,2016-07-12 13:30:24.053
1777,2016-06-24 00:00:00.000,Tomoka State Park boat ramp,FL,Volusia,Ormond Beach,Tomoka River,,,,,,,,,FWC and Sea world,lcroft,576,N,2016-06-18 00:00:00.000,310,N,2016-06-18 00:00:00.000,Mother and dependent calf (SWF Tm 1610B) to be released together ,SWF,rrunnells,2016-06-24 11:39:16.387,D,2016-06-24 11:39:16.387
