"MLog","DeathDate","CauseID","OtherText","Euth","DeathLoc","Org","VetID","Comments","CreateBy","CreateDate","UpdateBy","UpdateDate"
1518,2013-10-29 00:00:00.000,BoBo,,1,Rehab,LPZ,rball,,dszemer,2014-01-24 11:29:16.610,D,2014-01-24 11:29:16.610
1524,2022-08-27 00:00:00.000,BoIm,,0,AftRel,,,,bgreer,2023-10-02 11:26:44.810,D,2023-10-02 11:26:44.810
1525,2013-07-15 00:00:00.000,BoBo,Chronic,0,AftRel,MMPL,,,lconnor,2014-01-22 11:09:03.713,D,2014-01-22 11:09:03.713
1534,2013-03-02 00:00:00.000,NaRe,,0,AftRel,MMPL,,,dszemer,2014-01-24 13:41:58.247,D,2014-01-24 13:41:58.247
1540,2015-09-23 00:00:00.000,Unde,,0,AftRel,MMPL,,,dszemer,2017-03-24 08:55:03.470,D,2017-03-24 08:55:03.470
1544,2013-03-25 00:00:00.000,TrPo,Found dead in intake #4,0,AftRel,MMPL,,,dszemer,2014-01-27 12:20:59.380,D,2014-01-27 12:20:59.380
1548,2013-04-05 00:00:00.000,BoUn,,1,Rehab,LPZ,rball,,dszemer,2014-02-26 09:22:14.243,D,2014-02-26 09:22:14.243
1549,2013-04-08 00:00:00.000,NaRe,,0,Rehab,LPZ,rball,Manatee had a seizure while it was in shallow water for observation,vedmonds,2014-01-30 12:29:17.363,D,2014-01-30 12:29:17.363
1550,2013-11-20 00:00:00.000,BoIm,,0,Rehab,LPZ,rball,,vedmonds,2014-01-30 14:22:52.943,D,2014-01-30 14:22:52.943
1551,2014-01-22 00:00:00.000,BoIm,,0,Rehab,LPZ,rball,,vedmonds,2014-02-14 17:32:24.540,D,2014-02-14 17:32:24.540
1552,2018-02-15 00:00:00.000,BoIm,,0,AftRel,MMPL,,,dszemer,2018-11-09 09:41:52.430,D,2018-11-09 09:41:52.430
1556,2016-02-16 00:00:00.000,NaCs,,0,Resc,MMPL,,,dszemer,2016-02-17 11:02:23.167,dszemer,2016-07-19 11:58:17.850
1558,2024-05-05 00:00:00.000,Deco,,0,AftRel,FWC,,,ahowell,2024-05-15 09:06:23.967,D,2024-05-15 09:06:23.967
1561,2014-02-01 00:00:00.000,NaOt,manatee was found struggling.  Was not moving.  No sign of boat injury,0,PriorTr,,rball,Necropsy conducted at the MMPL,vedmonds,2014-02-14 08:27:27.340,dszemer,2017-03-24 09:58:15.490
1564,2022-12-02 00:00:00.000,BoIm,,0,AftRel,,,,APajor,2023-09-14 08:53:13.950,D,2023-09-14 08:53:13.950
1565,2021-01-10 00:00:00.000,BoPr,,0,AftRel,MMPL,,Manatee had a 102cm fetus. The single watercraft wound communicated with the right pleural cavity. The left lung had numerous abscesses. ,bbarbeau,2021-01-12 13:25:38.427,D,2021-01-12 13:25:38.427
1566,2018-01-02 00:00:00.000,Unde,,0,AftRel,MMPL,,,dszemer,2018-11-09 09:24:16.527,D,2018-11-09 09:24:16.527
1582,2017-04-03 00:00:00.000,Deco,"Undetermined, too decomposed ",0,AftRel,FWCNE,,"recovered in Volusia Co, Daytona Beach, Halifax River
See necropsy report for more information 
",ngordon,2017-04-07 14:15:10.670,D,2017-04-07 14:15:10.670
1583,2014-03-15 00:00:00.000,BoBo,,0,Rehab,LPZ,rball,,vedmonds,2014-03-16 11:27:10.183,D,2014-03-16 11:27:10.183
1585,2020-09-30 00:00:00.000,BoIm,,1,Rehab,MSQ,mrodriguez,,bbarbeau,2020-10-09 15:11:55.737,D,2020-10-09 15:11:55.737
1586,2015-03-01 00:00:00.000,Unde,"stage of decomposition precluded assessment of previous healed trauma, new trauma, and cold stress",0,AftRel,MMPL,,,dszemer,2015-10-08 11:32:00.203,dszemer,2016-03-01 11:44:00.613
1588,2022-11-13 00:00:00.000,Deco,,0,AftRel,FWC,,,ahowell,2024-05-15 09:20:32.083,D,2024-05-15 09:20:32.083
1589,2014-04-06 00:00:00.000,BoPr,,1,PriorTr,LPZ,rball,"Preliminary post mortem report confirmed fractured vertebrae and revealed that the spine was completely severed at that point. Bilateral kidney fractures, enteritis, vertebrae damage, old rib fractures and attachment of the left lung to the pleura was also noted.  
",vedmonds,2014-04-15 12:11:49.497,D,2014-04-15 12:11:49.497
1590,2014-04-30 00:00:00.000,BoBo,,1,Rehab,LPZ,rball,manatee was not responding to treatment,vedmonds,2014-05-02 12:37:36.873,D,2014-05-02 12:37:36.873
1591,2024-05-16 00:00:00.000,NaOt,,0,AftRel,MMPL,,,APajor,2024-10-23 11:51:53.000,D,2024-10-23 11:51:53.000
1593,2014-08-04 00:00:00.000,BoIm,,1,Rehab,LPZ,rball,Unresolved pneumothorax,vedmonds,2014-08-13 12:45:45.060,D,2014-08-13 12:45:45.060
1596,2014-06-11 00:00:00.000,BoBo,,0,Rehab,MSQ,mrodriguez,"Pneumothorax, labored breathing on transport, died within seconds of being placed in pool.
 ",mrodriguez,2014-07-17 09:53:24.783,D,2014-07-17 09:53:24.783
1598,2014-10-27 00:00:00.000,BoIm,Manatee developed a pneumothorax,1,Rehab,LPZ,rball,,vedmonds,2014-12-08 10:41:49.010,dszemer,2014-12-08 12:29:24.053
1599,2014-09-16 00:00:00.000,BoIm,,1,Rehab,LPZ,rball,Manatee had a chronic pyothorax,vedmonds,2014-09-24 07:18:30.220,D,2014-09-24 07:18:30.220
1604,2014-11-05 00:00:00.000,NaDe,,0,Rehab,LPZ,rball,,vedmonds,2014-11-10 09:35:13.950,D,2014-11-10 09:35:13.950
1606,2016-12-31 00:00:00.000,NaOt,parasitic enteritis,0,AftRel,MMPL,,,dszemer,2017-01-04 10:06:45.400,D,2017-01-04 10:06:45.400
1607,2016-10-12 00:00:00.000,NaRe,,0,AftRel,MMPL,,,dszemer,2018-11-08 13:36:16.647,D,2018-11-08 13:36:16.647
1610,2021-04-09 00:00:00.000,Unde,,0,AftRel,,,,bgreer,2023-10-02 11:04:19.693,D,2023-10-02 11:04:19.693
1613,2014-12-23 00:00:00.000,Othe,stillborn calf delivered by manatee that came in with pneumo thorax injury ,0,Rehab,LPZ,rball,,vedmonds,2014-12-31 06:06:48.583,D,2014-12-31 06:06:48.583
1616,2015-01-01 00:00:00.000,BoIm,,0,Rehab,LPZ,rball,Manatee died during chest tap,vedmonds,2015-01-18 13:31:21.283,dszemer,2015-01-20 06:35:12.870
1620,2015-01-13 00:00:00.000,BoUn,,1,PriorTr,LPZ,rball,chronic pyothorax,vedmonds,2015-02-01 11:55:28.477,dszemer,2016-04-15 11:43:40.433
1628,2021-02-08 00:00:00.000,NaOt,As part of the 2021 East Coast UME.,0,AftRel,MMPL,,,bbarbeau,2021-02-16 13:04:12.580,D,2021-02-16 13:04:12.580
1630,2015-02-15 00:00:00.000,BoIm,chronic,0,Rehab,MMPL,,,mrodriguez,2015-03-10 12:21:52.490,dszemer,2016-04-15 11:49:17.063
1634,2015-03-16 00:00:00.000,NaOt,no obvious COD,0,PriorTr,MMPL,,,vedmonds,2015-03-23 15:58:44.400,dszemer,2016-04-15 11:58:03.277
1635,2015-05-20 00:00:00.000,BoBo,"broken ribs, esophageal ulcer, intestinal ulcers",0,Rehab,MSQ,mrodriguez,,mrodriguez,2015-08-07 10:47:25.480,D,2015-08-07 10:47:25.480
1637,2015-03-31 00:00:00.000,BoIm,,0,Rehab,LPZ,rball,,vedmonds,2015-04-02 10:18:04.623,D,2015-04-02 10:18:04.623
1638,2015-04-01 00:00:00.000,BoPr,,0,Rehab,SWF,sgearhart,"Animal was rescued by FWC (Christie Rush) and SWF rescue staff earlier that evening, from the Banana River in Merritt Island.  The animal was transported back for rehab by SWF but the animal expired about 30 minutes after getting back to SWF while undergoing some treatment at approx. 8:30PM.",bwagoner,2015-04-05 13:42:45.190,D,2015-04-05 13:42:45.190
1667,2018-11-19 00:00:00.000,Deco,,0,AftRel,FWCT,,Autolyzed and/or missing internal organs.,glonati,2019-05-13 12:39:10.997,D,2019-05-13 12:39:10.997
1668,2015-05-09 00:00:00.000,BoIm,,0,Rehab,LPZ,rball,Manatee was carrying a full term calf that died due to the boat impact.  Determined at necropsy.,vedmonds,2015-05-24 18:56:45.320,D,2015-05-24 18:56:45.320
1671,2015-06-04 00:00:00.000,NaOt,"Enteritis, abcesses, septic",0,Rehab,MSQ,mrodriguez,,mrodriguez,2015-08-07 10:43:36.720,D,2015-08-07 10:43:36.720
1672,2015-06-27 00:00:00.000,NaDe,,0,Trans,,,,crush,2015-07-29 13:43:30.100,D,2015-07-29 13:43:30.100
1673,2020-12-13 00:00:00.000,NaOt,,0,AftRel,,,,bgreer,2023-10-02 10:52:05.293,D,2023-10-02 10:52:05.293
1675,2015-07-19 00:00:00.000,NaDe,,0,Rehab,SWF,lcroft,"Animal was found dead about 11;45 AM while in rehab at SWF, necropsy was conducted at SWF with FWC knowledge.",bwagoner,2015-07-27 11:46:09.830,D,2015-07-27 11:46:09.830
1676,2020-10-22 00:00:00.000,BoIm,,0,AftRel,MMPL,,,bbarbeau,2020-10-29 13:00:18.437,D,2020-10-29 13:00:18.437
1677,2016-04-27 00:00:00.000,BoIm,,0,Rehab,MSQ,mrodriguez,Pneumothorax,mrodriguez,2016-05-21 17:15:14.717,D,2016-05-21 17:15:14.717
1678,2015-08-05 00:00:00.000,NaDe,,0,Rehab,SWF,lcroft,"Animal had some buoyance issues from the time he came in; he had been in a small wetsuit the whole time. Our vet staff had just done some medical procedure on him earlier (radiographs, blood, IV fluids), he expired shortly after that, about 8:45AM. ",bwagoner,2015-08-09 13:30:23.333,D,2015-08-09 13:30:23.333
1679,2020-04-08 00:00:00.000,Unde,"Due to a stay-at-home order during the Covid-19 pandemic, the carcass was not recovered or necropsied.",0,AftRel,,,Cora from Save the Manatee Club visually identified the manatee as Cassie. She reported skeg marks were noticed. ,ngordon,2020-04-20 09:45:12.883,D,2020-04-20 09:45:12.883
1682,2016-06-19 00:00:00.000,Unde,too decomposed.,0,AftRel,MMPL,,,dszemer,2017-03-24 08:30:45.723,D,2017-03-24 08:30:45.723
1683,2017-12-12 00:00:00.000,Unde,,0,AftRel,FWCSW,,,dszemer,2018-11-09 09:18:44.250,dszemer,2018-11-09 09:21:30.207
1684,2014-01-01 00:00:00.000,NaDe,Cold stress,0,Resc,MMPL,,,dszemer,2015-10-07 08:24:07.230,D,2015-10-07 08:24:07.230
1685,2014-01-13 00:00:00.000,NaOt,"colon compaction of unknown ediology, possible cold stress complication",0,Trans,MMPL,,,dszemer,2015-10-07 08:34:28.803,D,2015-10-07 08:34:28.803
1687,2014-03-31 00:00:00.000,Unde,colon impaction of unknown origin,0,Trans,MMPL,,,dszemer,2015-10-08 12:12:57.493,dszemer,2015-10-08 12:22:32.390
1693,2014-05-25 00:00:00.000,BoIm,,0,Resc,MMPL,,,dszemer,2015-10-09 12:06:15.700,D,2015-10-09 12:06:15.700
1696,2014-06-26 00:00:00.000,Unde,Necropsy findings fit case description of ongoing east coast UME. Cause of this event was still under investigation at the time of this report.,0,Resc,MMPL,,,dszemer,2015-12-10 09:01:48.350,dszemer,2015-12-10 09:02:35.657
1698,2018-02-05 00:00:00.000,NaCs,,0,AftRel,FWCT,,,dszemer,2018-11-09 09:37:56.130,D,2018-11-09 09:37:56.130
1700,2014-06-20 00:00:00.000,BoIm,,0,Trans,MMPL,,,dszemer,2015-12-10 12:28:23.747,D,2015-12-10 12:28:23.747
1711,2016-01-21 00:00:00.000,BoIm,,1,Rehab,LPZ,rball,Chronic watercraft injury,vedmonds,2016-01-27 08:09:09.150,dszemer,2016-05-09 08:50:33.090
1712,2021-05-02 00:00:00.000,BoIm,,0,AftRel,,,,APajor,2023-09-14 08:37:13.297,D,2023-09-14 08:37:13.297
1713,2019-08-08 00:00:00.000,Deco,,0,AftRel,MMPL,,COD preliminary,aperna,2020-04-14 07:38:38.550,D,2020-04-14 07:38:38.550
1718,2020-01-10 00:00:00.000,BoIm,Manatee was onboard rescue boat and died prior to arrival at boat ramp. ,0,Resc,FWCNE,,Necropsy conducted at FWC-MMPL and revealed watercraft wounds were chronic.,ngordon,2020-08-17 16:39:31.683,D,2020-08-17 16:39:31.683
1719,2016-01-30 00:00:00.000,NaCs,,0,Rehab,SWF,lcroft,"Animal died shortly after arriving into rehab at SWF on 1/30/16, the animal was picked up FWC on 1/31/16 and transported to MMPL for necropsy.",bwagoner,2016-02-23 13:10:26.510,D,2016-02-23 13:10:26.510
1720,2016-03-01 00:00:00.000,NaCs,,0,Rehab,LPZ,rball,,vedmonds,2016-03-07 10:00:06.653,D,2016-03-07 10:00:06.653
1721,1994-10-12 00:00:00.000,Unde,"Perinatal; Mother rescued for respiratory problems on 11 October 1994 (fish hook in throat).  Heart beats were not heard from the fetus; therefore, the fetus was pulled.",0,PriorTr,MMPL,,,dszemer,2016-02-26 09:32:11.793,D,2016-02-26 09:32:11.793
1722,2019-01-18 00:00:00.000,NaOt,Preliminary COD: cold stress,0,AftRel,FWCT,,,dszemer,2019-01-23 14:05:52.213,dszemer,2019-01-23 14:21:45.310
1724,2016-04-11 00:00:00.000,BoIm,,0,AftRel,MMPL,,,dszemer,2016-08-16 09:04:51.173,D,2016-08-16 09:04:51.173
1725,2005-07-22 00:00:00.000,BoIm,,0,AftRel,MMPL,,,dszemer,2016-03-08 08:13:23.887,D,2016-03-08 08:13:23.887
1737,2015-05-24 00:00:00.000,BoIm,,0,Resc,MMPL,,,dszemer,2016-03-17 14:29:56.460,dszemer,2016-03-17 14:45:04.910
1743,2021-02-03 00:00:00.000,NaOt,,0,AftRel,,,,bgreer,2023-10-02 10:55:52.593,D,2023-10-02 10:55:52.593
1747,2015-03-16 00:00:00.000,BoIm,acute,0,Trans,MMPL,,,dszemer,2016-04-15 11:55:16.653,dszemer,2016-10-14 12:24:16.913
1750,2016-03-26 00:00:00.000,Unde,Possible natural toxin,0,Rehab,,sgearhart,,rrunnells,2016-04-17 06:00:01.720,dszemer,2016-05-20 08:36:26.827
1755,2016-07-06 00:00:00.000,NaOt,,0,Rehab,SWF,lcroft,,rrunnells,2016-07-06 11:43:40.710,dszemer,2017-04-28 07:53:43.997
1757,2022-03-16 00:00:00.000,Unde,,0,AftRel,FWCSW,,,dboyd,2024-03-27 09:02:41.490,D,2024-03-27 09:02:41.490
1762,2022-11-12 00:00:00.000,Deco,,0,AftRel,,,,KBouchard,2023-06-05 11:41:02.900,D,2023-06-05 11:41:02.900
1766,2015-01-01 00:00:00.000,NaCs,,0,Trans,DISL,,,dszemer,2016-04-15 12:27:09.590,D,2016-04-15 12:27:09.590
1769,2016-06-11 00:00:00.000,BoIm,,0,Rehab,MSQ,mrodriguez,"Boat Hull strike, two pockets of pus and fluid (one thoracic)fractured ribs, negative buoyancy.",mrodriguez,2016-06-24 10:27:27.503,D,2016-06-24 10:27:27.503
1770,2022-12-27 00:00:00.000,NaCs,,0,AftRel,,,,APajor,2023-09-14 08:55:13.980,D,2023-09-14 08:55:13.980
1772,2016-04-27 00:00:00.000,BoIm,,1,Rehab,LPZ,rball,Manatee was not recovering from pneumothorax injury,vedmonds,2016-05-05 13:28:07.380,D,2016-05-05 13:28:07.380
1775,2018-12-10 00:00:00.000,Unde,,0,AftRel,MMPL,,,dszemer,2018-12-20 10:17:20.713,D,2018-12-20 10:17:20.713
1777,2021-02-16 00:00:00.000,Unde,"Verified, not necropsied ",0,AftRel,,,,ngordon,2021-04-06 13:52:13.637,D,2021-04-06 13:52:13.637
1781,2016-01-08 00:00:00.000,BoPr,,1,Trans,MMPL,,,dszemer,2016-05-18 09:33:42.397,D,2016-05-18 09:33:42.397
1785,2016-03-21 00:00:00.000,BoIm,chronic,0,Rehab,MMPL,,,dszemer,2016-05-20 08:59:34.243,D,2016-05-20 08:59:34.243
1787,2016-05-20 00:00:00.000,NaOt,Emaciated and necropsy found food bolus impacted in colon,0,Rehab,LPZ,rball,,vedmonds,2016-05-22 15:49:32.920,D,2016-05-22 15:49:32.920
1791,2016-08-17 00:00:00.000,BoIm,,1,Rehab,SWF,lcroft,,rrunnells,2016-08-20 06:53:19.310,ngordon,2024-08-29 13:05:18.107
1794,2016-05-09 00:00:00.000,BoIm,,0,Resc,MMPL,,,dszemer,2016-05-24 11:08:45.563,D,2016-05-24 11:08:45.563
1795,2016-11-04 00:00:00.000,BoBo,,0,Rehab,MSQ,mrodriguez,"The propeller marks were obvious externally, however she also had two layers of many liters of bloody fluid present extra-thoracic and intra-thoracic thus impact trauma was also a cause.",mrodriguez,2016-11-14 12:28:33.350,D,2016-11-14 12:28:33.350
1796,2021-08-15 00:00:00.000,Huma,Flood gate S-27,0,AftRel,FWC,,,ahowell,2024-05-15 09:15:44.837,D,2024-05-15 09:15:44.837
1798,2016-06-04 00:00:00.000,Unde,"Other. Finding fit east coast UME.
very buoyant manatee no signs of trauma from watercraft.",0,Rehab,SWF,sgearhart,Manatee transported to Path lab in ST. Petersburg for necropsy,rrunnells,2016-06-04 11:01:55.737,dszemer,2017-06-27 12:34:40.933
1799,2016-06-15 00:00:00.000,Unde,,0,Rehab,SWF,lcroft,Manatee died during surgery sent to Path lab for Necropsy.,rrunnells,2016-06-16 06:31:35.767,dszemer,2017-04-27 09:50:15.630
1800,2016-08-07 00:00:00.000,BoIm,Manatee was not responding to treatment.  ,1,Rehab,LPZ,rball,,vedmonds,2016-08-10 09:32:07.980,dszemer,2016-08-10 09:48:42.320
1801,2016-06-20 00:00:00.000,NaOt,"pending necropsy, but cause of death does not seem to be human related",1,Rehab,LPZ,rball,,vedmonds,2016-06-21 15:42:33.423,D,2016-06-21 15:42:33.423
1802,2016-08-05 00:00:00.000,BoPr,Manatee was not responding to treatment.  ,1,Rehab,LPZ,rball,,vedmonds,2016-08-10 09:33:20.163,dszemer,2016-09-21 08:04:08.800
1803,2020-01-29 00:00:00.000,NaOt,Parasitic Enteritis,0,AftRel,,,,dboyd,2024-04-03 09:29:53.030,D,2024-04-03 09:29:53.030
1804,2016-07-27 00:00:00.000,BoIm,,0,Rehab,LPZ,rball,,vedmonds,2016-07-28 19:49:33.353,D,2016-07-28 19:49:33.353
1805,2018-10-14 00:00:00.000,HumI,"On gross his cause of death was a volvulus of his gut and mesenteric vessels. He had foreign body material (plastic,sponge, line)in gut along, many areas of decreased lumen and areas of overly distended lumen. The mucousa was abnormal.
",0,Rehab,MSQ,mrodriguez,An area of healed diaphragm indicates he may have had a diaphragmatic hernia. In that location dorsally he had an abnormal healed transverse process and a healed linear mark deep in the inner SQ layers. ,mrodriguez,2018-10-29 08:34:52.273,dszemer,2019-06-11 07:38:22.020
1811,2016-07-26 00:00:00.000,BoPr,chronic,0,Resc,MMPL,,,dszemer,2016-11-02 09:23:38.347,D,2016-11-02 09:23:38.347
1813,2017-08-20 00:00:00.000,BoBo,,0,AftRel,FWCT,,,dszemer,2018-11-09 09:08:01.730,D,2018-11-09 09:08:01.730
1822,2016-08-25 00:00:00.000,BoIm,"Manatee was expiring, euthanasia assisted",1,Rehab,LPZ,rball,,vedmonds,2016-08-30 13:16:02.520,D,2016-08-30 13:16:02.520
1824,2016-01-19 00:00:00.000,BoIm,,0,Trans,MMPL,,,dszemer,2016-09-01 07:33:44.700,D,2016-09-01 07:33:44.700
1832,2020-01-24 00:00:00.000,NaOt,,0,AftRel,MMPL,,,dszemer,2020-02-13 10:24:30.963,D,2020-02-13 10:24:30.963
1837,2016-10-11 00:00:00.000,NaRe,,0,Rehab,LPZ,rball,,vedmonds,2016-10-12 06:58:02.267,D,2016-10-12 06:58:02.267
1839,2016-10-04 00:00:00.000,BoIm,,0,Trans,SWF,lcroft,"Animal died shortly after rescue and brought aboard SWF rescue boat. Transported animal back to SW at request of FWC. Animal picked up from SW following day, 10/5/16, by FWC Path Lab for necropsy.",slehr,2016-10-14 05:55:45.610,D,2016-10-14 05:55:45.610
1840,2020-07-17 00:00:00.000,BoIm,,0,AftRel,FWCEC,,,bgreer,2024-03-20 12:07:11.837,D,2024-03-20 12:07:11.837
1842,2017-01-30 00:00:00.000,NaDe,,0,Rehab,LPZ,rball,,vedmonds,2017-02-26 10:07:40.463,D,2017-02-26 10:07:40.463
1843,2016-06-23 00:00:00.000,NaOt,"prior to death, observed in mating herd",0,Resc,MMPL,,,dszemer,2016-10-27 06:53:58.153,D,2016-10-27 06:53:58.153
1845,2018-06-05 00:00:00.000,Unde,,0,Rehab,SWF,lcroft,"He had a massive peritonitis, torsion in colon, tear in colon, adhesions, free feces in abdomen, and necrotic liver. Very dramatic. Found a few small foreign bodies that he should have been able to pass, not sure what was in there before",jpeterson,2018-06-06 12:38:35.173,D,2018-06-06 12:38:35.173
1846,1986-04-06 00:00:00.000,BoPr,,0,PriorTr,SWF,dbuesse,,dszemer,2016-11-30 11:22:52.267,dszemer,2016-11-30 11:27:10.240
1850,2016-12-11 00:00:00.000,NaOt,Enteritis from Parasite,0,Rehab,MSQ,mrodriguez,He came in for Redtide toxicity and responded but died a few days later and on necropsy cause of death was the intestinal trematode.,mrodriguez,2016-12-29 10:10:48.177,D,2016-12-29 10:10:48.177
1854,2022-03-19 00:00:00.000,NaOt,,0,AftRel,,,,APajor,2023-09-14 08:47:59.487,D,2023-09-14 08:47:59.487
1858,2016-12-13 00:00:00.000,NaDe,,0,Trans,FWCIR,,,bgreer,2016-12-20 09:40:09.367,D,2016-12-20 09:40:09.367
1860,2016-12-21 00:00:00.000,NaRe,,0,Rehab,LPZ,rball,Demonstrating symptoms of red tide.  Died an hour after arrival.,vedmonds,2017-01-08 16:32:28.730,D,2017-01-08 16:32:28.730
1861,2016-12-24 00:00:00.000,NaCs,,0,Trans,,,,bgreer,2017-01-03 07:20:32.013,D,2017-01-03 07:20:32.013
1862,2022-02-07 00:00:00.000,Unde,,0,AftRel,,,,bgreer,2023-10-02 11:15:20.663,D,2023-10-02 11:15:20.663
1868,2021-01-05 00:00:00.000,Deco,,0,AftRel,FWC,,,ahowell,2024-05-15 09:13:39.750,D,2024-05-15 09:13:39.750
1875,2017-05-01 00:00:00.000,Othe,,1,Rehab,SWF,lcroft,necropsied the manatee this morning and did not find much on the gross necropsy. No plastic or fishing line in the GI tract – which was mostly empty and contracted.,jpeterson,2017-05-08 11:03:17.110,D,2017-05-08 11:03:17.110
1876,2017-02-10 00:00:00.000,BoPr,,0,Rehab,MSQ,mrodriguez,"Prop to spinal cord, died very soon after arrival.",mrodriguez,2017-05-27 11:54:13.853,D,2017-05-27 11:54:13.853
1879,2017-02-25 00:00:00.000,NaOt,Emaciated,0,AftRel,MMPL,,,dszemer,2017-07-05 11:34:58.217,D,2017-07-05 11:34:58.217
1881,2021-12-17 00:00:00.000,Unde,,0,AftRel,,,,bgreer,2023-10-02 11:07:20.263,D,2023-10-02 11:07:20.263
1883,2017-01-10 00:00:00.000,NaOt,,0,Rehab,LPZ,rball,,vedmonds,2017-02-26 10:48:41.607,dszemer,2017-07-21 13:48:33.597
1885,2017-01-16 00:00:00.000,NaDe,"Cold stress
",0,Rehab,LPZ,rball,,vedmonds,2017-02-26 12:27:50.513,dszemer,2017-07-24 13:23:52.793
1886,2023-03-03 00:00:00.000,Unde,,0,AftRel,,,Verified; Not Necropsied.,APajor,2023-09-14 09:02:28.873,D,2023-09-14 09:02:28.873
1888,2017-03-31 00:00:00.000,Unde,Pyothorax but could not confirm fractured ribs on radiographs or ultrasound. Some hull marks externally led us to believe boat strike hull impact but could not confirm. Pending gross and histo at St. Pete.,0,Rehab,MSQ,mrodriguez,,mrodriguez,2017-05-11 09:37:50.073,D,2017-05-11 09:37:50.073
